"gender","genderID","greek","homeTown","ethnicity","religion","religious","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","UScitizen","president","execttiveOrder","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,3.8,27,50,5,0,15,3,4,10,0,200,"independence","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",4,5,"Independent",6,7,35,100,2,"L1"
"Male","Male","No","Big City Subrub","Black","Christian",5,3,2,0,1,0,17,0,2,10,0,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",10,9,0,0,9,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",1,3.9,9,10,5,0,14,2,3,6,7,100,"respect for their elders","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,2,"Democratic",5,9,0,50,2,"L1"
"Male","Male","No","Big City Subrub","White","Agnostic",1,2.5,0,6,4,3,15,1,1,1,5,60,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",6,8,0,0,6,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,3.2,5,6,2,1,17,1,5,8,5,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",7,8,0,90,2,"L1"
"Female","Female","No","Big City","Hispanic","Christian",7,2.5,6,5,4,0,13,7,4,4,6,84,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,3,"Democratic",4,7,5,90,10,"L1"
"Male","Male","Yes","Big City Subrub","White","Christian",6,3.2,30,40,0,0,13,14,2,4,10,300,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Yes","Chose not to vote",5,6,"Independent",0,5,0,50,2,"L1"
"Male","Male","No","Medium City","East Asian","Atheist",0,3,0,0,1,1,16,2,10,2,10,80,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",2,5,"Other",6,8,0,100,8,"L1"
"Female","Female","Yes","Big City","White","Christian",3,3.1,20,30,3,2,13,0,6,10,3,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,6,"Republican",5,6,0,100,10,"L1"
"Female","Female","No","Big City Subrub","South Asian","Christian",7,3.1,5,2,0,0,16,2,5,4,10,90,"independence","curiosity","obedience","being considerate","Hillary Clinton","Yes","Chose not to vote",0,4,"Democratic",4,8,0,50,7,"L1"
"Female","Female","No","Big City","East Asian","Agnostic",0,3,0,0,1,1,15,3,4,7,5,20,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Not eligible to vote",0,0,"Other",5,6,0,100,10,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",8,2.3,12,20,1,1,14,3,3,12,5,110,"respect for their elders","good manners","self-reliance","well-behaved","Other Republican","Yes","Donald Trump",6,8,"Republican",4,8,25,30,9,"L1"
"Male","Male","No","Big City","East Asian","Atheist",0,3.4,0,0,0,1,13,1,0,3,8,120,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",7,7,0,10,10,"L1"
"Female","Female","Yes","Small Town","White","Agnostic",0,3.9,2,2,6,3,12,3,2,3,2,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,9,"Democratic",5,10,10,50,1,"L1"
"Female","Female","No","Big City","Black","Religious but not one of the above",3,2.9,0,0,1,1,9,7,2,7,10,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",4,5,10,20,4,"L1"
"Female","Female","Yes","Big City Subrub","White","Jewish",6,3.7,20,10,7,1,14,8,5,8,5,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",4,5,"Democratic",5,7,0,10,5,"L1"
"Male","Male","No","Big City","East Asian","Buddhist",5,3.8,5,0,8,3,14,2,3,5,6,1000,"independence","curiosity","self-reliance","well-behaved","Unsure","No","Chose not to vote",2,5,"Other",4,8,0,0,6,"L1"
"Male","Male","No","Big City Subrub","South Asian","Religious but not one of the above",7,3.1,1,0,0,0,18,7,1,2,5,60,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",0,5,"Democratic",5,8,0,100,5,"L1"
"Male","Male","Yes","Big City Subrub","White","Christian",4,3.4,6,15,4,1,16,3,2,4,5,125,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",1,3,"Independent",3,4,0,0,8,"L1"
"Male","Male","No","Medium City","White","Atheist",0,3.5,7,3,1,1,15,0,1,6,2,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",7,9,0,50,10,"L1"
"Female","Female","Yes","Big City Subrub","White","Jewish",3,3.2,0,1,7,2,14,0,2,6,7,90,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",2,2,"Democratic",5,4,0,100,9,"L1"
"Male","Male","Yes","Big City","White","Christian",2,4,29,35,2,1,13,1,1,10,6,140,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",7,9,0,70,8,"L1"
"Female","Female","No","Medium City","White","Religious but not one of the above",5,3.2,3,6,14,5,12,2,3,5,7,70,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Independent",5,7,25,0,6,"L1"
"Female","Female","Yes","Big City Subrub","White","Jewish",7,3.9,5,7,0,0,14,7,5,5,8,10000,"independence","good manners","obedience","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",5,10,0,0,6,"L1"
"Female","Female","No","Big City","Black","Religious but not one of the above",1,3,0,0,0,0,26,4,6,2,5,30,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",7,7,0,50,0,"L1"
"Female","Female","No","Big City Subrub","White","Agnostic",0,3.6,4,2,1,1,16,1,4,3,4,100,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Hillary Clinton",6,4,"Libertarian",3,8,0,100,10,"L1"
"Female","Female","No","Big City Subrub","White","Religious but not one of the above",3,3.7,8,15,22,3,14,1,10,6,8,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",4,3,"Democratic",5,9,0,90,2,"L1"
"Male","Male","Yes","Medium City","White","Religious but not one of the above",5,4,36,50,33,0,15,0,10,35,10,1000,"respect for their elders","curiosity","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",10,7,"Republican",7,8,0,100,5,"L1"
"Female","Female","Yes","Big City Subrub","White","Religious but not one of the above",4,3.4,8,12,1,1,15,1,2,4,7,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",2,2,"Democratic",6,8,0,100,6,"L1"
"Female","Female","No","Big City Subrub","South Asian","Christian",7,3.4,5,5,0,0,5,6,1,8,6,130,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Chose not to vote",3,5,"Independent",5,8,5,100,3,"L1"
"Male","Male","No","Big City","Hispanic","Religious but not one of the above",2,2.6,7,10,1,0,14,7,5,5,6,70,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",3,5,5,20,1,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",10,2.9,7,4,7,1,15,3,2,8,0,110,"independence","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",0,5,"Republican",5,10,0,50,10,"L1"
"Female","Female","No","Medium City","White","Agnostic",4,3,10,12,4,0,20,2,5,5,0,80,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",8,4,0,100,3,"L1"
"Female","Female","No","Big City","Black","Christian",5,2.5,5,3,0,0,16,0,3,3,5,80,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,5,"Democratic",5,6,10,0,7,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",4,3.1,45,50,5,1,16,2,1,7,10,99999,"independence","good manners","self-reliance","being considerate","Unsure","Yes","Chose not to vote",10,6,"Independent",5,8,0,80,0,"L1"
"Male","Male","Yes","Big City Subrub","White","Muslim",5,3.3,8,12,0,1,14,3,3,8,0,200,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",3,5,0,30,6,"L1"
"Female","Female","Yes","Big City Subrub","White","Jewish",5,3.6,6,12,1,0,15,4,1,6,8,70,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,3,"Democratic",5,8,0,100,0,"L1"
"Female","Female","Yes","Big City Subrub","White","Atheist",0,2.7,7,16,0,0,6,2,2,4,5,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,4,"Democratic",2,9,0,100,8,"L1"
"Female","Female","No","Big City Subrub","Other","Agnostic",3,2.3,5,10,2,3,13,1,2,6,7,500,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,2,"Libertarian",7,6,0,0,4,"L1"
"Female","Female","No","Big City Subrub","South Asian","Muslim",6,3.4,3,0,0,0,15,3,4,5,9,200,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,4,"Democratic",2,8,0,20,2,"L1"
"Male","Male","No","Big City Subrub","Black","Religious but not one of the above",8,3,5,8,7,4,13,2,5,7,8,80,"respect for their elders","curiosity","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",7,7,20,0,10,"L1"
"Male","Male","Yes","Big City Subrub","South Asian","Agnostic",3,3.5,24,20,0,0,19,3,4,4,3,100,"independence","good manners","self-reliance","being considerate","Other Party","Yes","Gary Johnson",5,6,"Republican",2,6,15,90,9,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",2,3.7,8,6,0,0,13,6,4,6,0,60,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,2,"Democratic",6,8,0,70,10,"L1"
"Female","Female","No","Big City","Other","Christian",5,2.4,2,0,2,1,18,10,5,5,7,4,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",5,5,"Republican",8,7,0,20,5,"L1"
"Male","Male","No","Big City Subrub","White","Christian",7,3.3,6,25,30,2,18,1,0,3,10,100,"independence","curiosity","self-reliance","well-behaved","Other Republican","Yes","Donald Trump",9,6,"Libertarian",6,10,0,0,8,"L1"
"Female","Female","No","Big City","Black","Christian",6,3.3,2,1,0,0,26,4,3,3,5,30000,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Independent",5,5,0,100,5,"L1"
"Male","Male","No","Medium City","East Asian","Christian",8,3.6,0,0,1,1,17,7,7,3,5,900,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Chose not to vote",0,0,"Republican",7,7,0,70,8,"L1"
"Male","Male","Yes","Big City Subrub","White","Christian",9,2.9,8,15,3,0,13,2,2,3,5,120,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",2,2,"Democratic",5,9,0,30,5,"L1"
"Male","Male","No","Big City","White","Jewish",8,3.6,4,3,2,2,17,2,2,3,5,200,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,10,0,100,8,"L1"
"Female","Female","No","Big City","Black","Christian",5,1,0,0,3,2,12,10,5,5,5,100,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,6,"Democratic",5,7,0,20,9,"L1"
"Male","Male","No","Big City Subrub","Hispanic","Atheist",0,3.6,0,0,8,2,8,0,1,4,2,50,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Donald Trump",2,1,"Other",5,7,0,0,9,"L1"
"Male","Male","No","Big City","Black","Christian",7,2.5,0,0,0,0,12,3,10,16,10,100,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Yes","Chose not to vote",0,3,"Other",5,3,25,0,7,"L1"
"Male","Male","Yes","Small Town","White","Christian",7,3.5,10,10,50,1,17,1,0,3,7,1000,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","No","Not eligible to vote",0,5,"Democratic",3,10,5,50,7,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",3,2.2,9,15,0,2,12,5,3,9,9,900,"independence","good manners","self-reliance","being considerate","Other Republican","Yes","Donald Trump",3,6,"Republican",3,8,0,100,5,"L1"
"Female","Female","No","Small Town","White","Christian",8,3.4,5,2,0,1,16,4,3,3,2,80,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Chose not to vote",3,3,"Independent",5,9,0,50,10,"L1"
"Female","Female","No","Small Town","White","Religious but not one of the above",0,3.6,9,6,2,2,15,2,2,5,2,60,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,6,0,70,0,"L1"
"Female","Female","No","Medium City","Black","Christian",3,3,3,0,1,1,17,7,4,4,10,100,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,7,"Democratic",5,8,20,100,9,"L1"
"Female","Female","No","Small Town","White","Agnostic",2,3.3,0,0,1,1,15,1,3,3,0,65,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,0,"Democratic",8,10,0,90,2,"L1"
"Female","Female","No","Big City Subrub","Hispanic","Religious but not one of the above",6,1.3,8,5,1,0,12,7,5,2,5,60,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",5,8,0,10,0,"L1"
"Female","Female","No","Medium City","Hispanic","Religious but not one of the above",5,3.5,12,12,4,2,16,6,5,7,5,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,5,"Democratic",6,9,20,60,5,"L1"
"Female","Female","No","Medium City","East Asian","Buddhist",5,4,0,0,15,0,26,6,3,5,5,50,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","No","Not eligible to vote",5,5,"Other",5,9,10,100,5,"L1"
"Female","Female","No","Big City","Black","Christian",5,2.6,6,2,0,0,12,2,4,6,5,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",2,1,"Democratic",5,8,0,100,2,"L1"
"Female","Female","No","Small Town","White","Christian",8,3.9,1,0,3,1,16,3,3,2,4,42000,"independence","good manners","self-reliance","being considerate","Donald Trump","Yes","Donald Trump",4,9,"Republican",5,10,0,50,5,"L1"
"Male","Male","No","Small Town","White","Christian",4,2.6,3,4,1,1,15,1,1,1,3,100,"respect for their elders","curiosity","self-reliance","being considerate","Other Republican","Yes","Chose not to vote",5,5,"Other",4,8,5,40,6,"L1"
"Male","Male","Yes","Big City Subrub","White","Atheist",1,3.4,4,5,17,0,18,1,2,2,6,120,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,1,"Democratic",5,9,0,80,8,"L1"
"Male","Male","Yes","Big City Subrub","White","Christian",8,1.9,6,16,1,1,16,1,1,10,2,115,"independence","curiosity","self-reliance","being considerate","Donald Trump","Yes","Chose not to vote",8,8,"Republican",9,7,0,30,2,"L1"
"Female","Female","Yes","Small Town","Hispanic","Christian",9,2.4,10,15,0,0,17,4,5,7,4,45,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Yes","Hillary Clinton",0,7,"Democratic",6,9,0,20,7,"L1"
"Male","Male","Yes","Big City Subrub","South Asian","Atheist",0,3.8,0,7,0,0,26,2,1,3,3,150,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Yes","Chose not to vote",3,5,"Independent",5,7,0,80,10,"L1"
"Female","Female","No","Big City","Black","Christian",2,2.9,8,3,3,4,13,8,6,1,10,60,"respect for their elders","good manners","self-reliance","well-behaved","Hillary Clinton","Yes","Hillary Clinton",0,5,"Republican",5,5,10,20,6,"L1"
"Male","Male","Yes","Big City Subrub","White","Atheist",0,3,2,4,6,2,16,3,2,6,7,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",0,3,"Democratic",5,7,0,100,8,"L1"
"Male","Female","No","Small Town","Other","Jewish",10,4,50,50,50,25,9,14,10,15,10,1000,"respect for their elders","good manners","obedience","being considerate","Donald Trump","Yes","Gary Johnson",10,9,"Green",0,10,0,100,10,"L1"
"Female","Female","Yes","Medium City","White","Christian",6,3.7,5,3,1,0,14,4,2,5,5,60,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Yes","Hillary Clinton",1,5,"Democratic",5,10,0,100,10,"L1"
"Male","Male","Yes","Big City Subrub","White","Christian",6,3.3,4,9,2,0,16,3,3,5,6,100,"respect for their elders","good manners","self-reliance","being considerate","Other Republican","Yes","Hillary Clinton",3,6,"Republican",5,9,0,100,6,"L1"
"Female","Female","No","Big City","Hispanic","Christian",1,2.5,0,0,2,1,13,14,5,3,8,50,"respect for their elders","good manners","obedience","well-behaved","Hillary Clinton","Yes","Hillary Clinton",5,5,"Democratic",5,10,0,0,7,"L1"
"Female","Female","No","Big City","East Asian","Religious but not one of the above",0,3.1,0,2,3,4,14,1,3,1,0,1000,"respect for their elders","good manners","self-reliance","well-behaved","Other Republican","No","Chose not to vote",4,0,"Democratic",1,5,0,100,2,"L1"
