"gender","greek","homeTown","highSchool","age","major","ethnicity","belief","religion","religious","expectedIncome","followElection","president","liberal","environment","terrorism","economicInequality","racism","genderEquality","security","familyVal","gunControl","taxes","bigMoney","illegalImmigrants","farRightPol","farLeftPol","religiousFanatics","terrorists","foreignPowers","notVote","politicalParty","voteMar","voteNov","gradeVsLearning","parentRelationship","workHr","tuition","voteParent"
"Male","No","Big City","Yes",19,"Dietetics","Hispanic","Divine Guidance","Christian",9,10000,"closely","Bernie Sanders",5,10,10,10,10,1,0,3,6,10,10,0,10,10,10,8,10,10,"Democrat",0,10,5,10,10,90,"Yes"
"Female","No","Big City","No",18,"Animal Sciences","Black","Evolution","Agnostic",2,99999,"some","Bernie Sanders",2,10,5,10,10,10,5,0,10,10,10,3,6,5,9,2,7,1,"Democrat",10,10,8,8,0,90,"Unsure"
"Male","No","Medium City","Yes",18,"Econ/Accounting","Asian","Divine Guidance","Christian",7,400,"closely","Unsure",5,4,8,10,9,6,5,2,3,7,9,1,10,10,7,8,6,3,"Independent",5,10,3,7,0,100,"No"
"Male","No","Medium City","No",18,"DGS","Asian","None of the above","Other Religion",0,70,"some","Unsure",0,2,2,2,2,2,2,2,2,2,1,2,3,2,4,3,3,5,"Other",-1,-1,4,4,0,70,"No"
"Male","Yes","Big City","Yes",19,"Undeclared","Hispanic","Divine Guidance","Christian",6,60,"some","Bernie Sanders",1,7,8,7,8,7,6,5,3,6,4,6,6,6,7,8,7,5,"Independent",5,8,8,9,0,0,"Unsure"
"Female","Yes","Small Town","Not Sure",19,"Elementary Education","White","Evolution","Christian",1,50,"some","Bernie Sanders",5,3,8,7,4,3,9,8,6,8,9,8,5,5,2,3,5,9,"Democrat",10,10,0,4,15,10,"No"
"Female","No","Big City","No",18,"Advertising","Black","Divine Guidance","Other Religion",5,80,"some","Bernie Sanders",5,6,8,6,10,9,7,5,5,5,9,0,5,5,6,4,5,7,"Democrat",0,0,3,8,0,80,"Unsure"
"Female","No","Big City","Yes",21,"Communications","Black","Divine Guidance","Christian",8,600,"closely","Bernie Sanders",2,5,8,5,10,10,5,5,7,10,7,2,5,5,0,5,6,10,"Democrat",10,10,5,8,20,50,"Yes"
"Female","No","Big City Subrub","Yes",18,"Spanish","White","Creationism","Christian",7,70,"some","Unsure",5,5,7,5,7,9,4,7,7,4,3,3,1,1,1,8,5,1,"Other",5,10,8,9,0,100,"Yes"
"Female","No","Small Town","Yes",20,"Animal Science","White","Divine Guidance","Christian",8,150,"some","Donald Trump",6,8,7,6,4,5,4,7,6,9,7,4,4,5,3,6,4,6,"Republican",-1,6,5,6,15,100,"Yes"
"Male","No","Big City Subrub","Yes",19,"Undecided","White","Evolution","Agnostic",2,90,"closely","Donald Trump",7,7,8,7,3,0,6,8,0,5,10,2,5,5,0,3,2,6,"Republican",-1,10,10,10,0,100,"Unsure"
"Female","No","Big City","Yes",18,"DGS","Hispanic","Creationism","Christian",4,80,"some","Bernie Sanders",0,4,9,8,4,6,0,2,9,5,6,7,4,6,5,4,6,10,"Democrat",10,10,1,8,25,90,"No"
"Female","No","Medium City","Yes",19,"Graphic Design","White","Divine Guidance","Other Religion",3,60,"some","Bernie Sanders",4,10,8,8,9,9,7,5,0,5,4,5,1,2,8,7,6,0,"Other",0,6,6,9,0,40,"Unsure"
"Male","No","Big City Subrub","Yes",18,"Civil Engineering","White","Evolution","Christian",5,100,"closely","Bernie Sanders",3,7,7,5,7,7,7,0,7,5,10,0,10,10,10,5,0,5,"Democrat",10,10,5,10,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Biology","White","Evolution","Jewish",3,50,"some","Bernie Sanders",3,2,8,2,8,7,2,5,9,1,2,4,4,5,3,10,6,7,"Democrat",7,5,6,6,0,100,"Unsure"
"Female","No","Big City","In some classes",20,"Marketing and Managment","Black","Divine Guidance","Christian",6,900,"some","Bernie Sanders",5,4,8,5,10,10,5,6,8,6,9,10,6,6,7,8,9,10,"Democrat",8,8,7,8,15,0,"Yes"
"Female","No","Small Town","No",20,"English","White","Divine Guidance","Christian",2,80,"some","Marco Rubio",7,6,9,3,7,10,5,3,2,1,8,10,9,7,6,9,5,0,"Republican",10,10,2,9,20,100,"Yes"
"Female","Yes","Big City","Yes",19,"MACS","Other","Divine Guidance","Christian",2,35,"some","Bernie Sanders",4,1,4,8,8,8,6,1,8,6,5,1,2,2,1,2,5,5,"Other",10,10,3,8,0,100,"Yes"
"Male","No","Medium City","Yes",19,"Social Work","White","Evolution","Christian",3,75,"very closely","Bernie Sanders",4,8,2,6,10,9,1,0,10,4,2,1,10,2,5,0,2,1,"Democrat",8,10,1,8,0,90,"Yes"
"Male","No","Medium City","Yes",18,"Undeclared","White","Creationism","Christian",3,200,"some","Bernie Sanders",5,0,8,3,5,6,5,6,5,5,3,2,5,5,2,8,6,1,"Republican",1,2,2,8,0,100,"No"
"Female","Yes","Medium City","Not Sure",19,"Agricultural Communications","White","Divine Guidance","Christian",1,60,"some","Hillary Clinton",3,6,9,5,10,9,3,6,6,2,9,2,8,8,6,8,6,10,"Democrat",2,3,3,10,10,20,"Yes"
"Male","No","Big City","Yes",19,"Urban Planning","Asian","None of the above","Agnostic",0,100,"some","Donald Trump",5,0,10,0,0,0,0,0,10,6,3,0,10,10,10,3,8,0,"Other",-1,-1,10,9,0,90,"Unsure"
"Female","No","Medium City","Not Sure",19,"Psychology","White","Divine Guidance","Christian",10,60,"closely","Marco Rubio",7,2,8,1,7,5,8,8,6,8,7,6,4,10,6,10,5,9,"Independent",10,10,5,8,0,100,"Yes"
"Female","No","Big City","Yes",18,"Undeclared","Hispanic","Divine Guidance","Christian",6,50,"closely","Bernie Sanders",2,6,9,8,7,6,6,6,4,5,8,4,3,3,6,7,6,7,"Democrat",10,10,6,9,0,40,"Yes"
"Male","No","Medium City","Yes",20,"community health","Hispanic","Divine Guidance","Christian",4,100,"some","Bernie Sanders",5,8,7,10,10,10,2,7,7,8,9,3,5,5,7,2,8,6,"Democrat",7,8,9,8,5,0,"Yes"
"Female","No","Big City Subrub","No",19,"Undecided","White","Evolution","Buddhist",5,60,"closely","Bernie Sanders",3,6,4,8,8,10,6,0,6,6,7,2,0,0,2,2,6,3,"Democrat",10,10,2,8,15,90,"No"
"Female","No","Big City","Yes",18,"dgs","Asian","Creationism","Atheist",0,100,"some","Bernie Sanders",2,8,7,8,9,10,7,3,8,8,10,6,5,6,0,8,7,3,"Democrat",-1,-1,7,9,0,100,"No"
"Female","No","Big City","Yes",19,"Undeclared","Asian","Divine Guidance","Other Religion",8,50,"closely","Bernie Sanders",2,3,10,10,9,10,9,5,10,7,3,5,10,3,6,10,8,4,"Democrat",10,10,5,10,10,0,"Yes"
"Male","No","Small Town","No",21,"Anthropology","White","Evolution","Agnostic",0,50,"very closely","Hillary Clinton",3,10,6,5,5,5,2,0,2,7,6,1,10,3,10,6,2,7,"Democrat",10,10,3,8,10,90,"Unsure"
"Male","No","Big City Subrub","Yes",19,"econ","Asian","None of the above","Agnostic",4,50,"some","Unsure",3,9,9,5,9,5,5,9,9,9,5,5,10,5,5,10,5,5,"Other",4,4,5,7,5,50,"Unsure"
"Female","Yes","Medium City","Not Sure",19,"Kinesiology","Asian","Evolution","Hindu",3,90,"some","Bernie Sanders",5,8,10,6,10,8,8,8,8,4,9,5,8,6,6,10,7,4,"Democrat",0,0,8,8,10,100,"Yes"
"Female","No","Big City","Not Sure",19,"Agricultural Economics","Hispanic","Divine Guidance","Christian",4,65,"some","Bernie Sanders",2,6,9,10,10,10,10,7,10,7,10,0,2,2,2,5,7,1,"Democrat",8,8,5,8,0,70,"No"
"Female","No","Big City","Yes",19,"Accounting","Asian","None of the above","Agnostic",1,100,"some","Bernie Sanders",3,6,7,7,7,7,8,3,1,7,9,3,4,2,6,10,7,8,"Democrat",1,5,2,7,10,90,"Unsure"
"Female","Yes","Medium City","Not Sure",18,"Human Development","White","Divine Guidance","Jewish",5,50,"some","Donald Trump",8,9,4,4,6,8,3,7,9,8,9,7,5,5,4,6,6,3,"Republican",8,8,4,10,0,100,"Yes"
"Female","No","Big City Subrub","Not Sure",19,"Special Education","White","Creationism","Christian",9,80,"some","Ted Cruz",8,7,9,6,6,0,8,10,8,7,5,8,2,5,0,10,9,5,"Republican",10,10,4,8,5,60,"Yes"
"Male","Yes","Big City Subrub","Yes",21,"Crop Science","White","Evolution","Christian",2,90,"some","Unsure",7,6,5,3,2,2,7,6,3,8,6,6,5,8,5,6,4,0,"Republican",0,0,5,5,10,80,"Unsure"
"Female","No","Big City Subrub","Yes",18,"Animal Sciences","Asian","Evolution","Atheist",0,100,"some","Hillary Clinton",5,10,9,8,9,8,5,4,7,6,7,4,5,5,9,4,5,2,"Democrat",3,6,4,8,0,100,"No"
"Female","No","Big City","Yes",19,"Architectural Studies","Black","None of the above","Christian",10,100,"some","Bernie Sanders",6,8,10,10,8,10,10,10,10,10,10,10,7,6,9,10,9,10,"Republican",5,10,10,8,5,0,"Yes"
"Female","No","Big City","Yes",19,"Global Studies","Hispanic","Evolution","Agnostic",3,60,"some","Bernie Sanders",0,10,7,10,10,10,10,7,5,3,10,0,0,0,0,5,5,7,"Democrat",10,10,5,8,0,0,"Yes"
"Male","Yes","Big City","Not Sure",18,"Undecided","Hispanic","Divine Guidance","Other Religion",4,10000,"closely","Bernie Sanders",3,10,10,10,10,10,0,10,10,10,10,5,5,5,0,10,5,10,"Democrat",10,10,6,7,10,10,"Yes"
"Female","No","Big City","Yes",19,"community health","Black","Divine Guidance","Christian",5,120,"closely","Bernie Sanders",0,6,7,10,10,10,7,8,9,9,10,3,2,2,2,10,2,10,"Democrat",10,10,5,9,10,10,"Unsure"
"Male","No","Big City Subrub","Yes",22,"Actuarial Science","Asian","Divine Guidance","Muslim",7,15,"some","Unsure",5,9,9,8,10,7,7,6,9,5,9,5,5,5,4,8,9,2,"Independent",-1,-1,9,5,0,10,"Unsure"
"Male","No","Medium City","Yes",19,"Aerospace Engineering","Asian","Divine Guidance","Christian",8,90000,"very closely","John Kacich",10,8,10,7,10,9,10,10,0,8,7,10,5,5,0,10,8,1,"Republican",0,10,10,2,0,90,"No"
"Female","Yes","Big City Subrub","Yes",18,"psychology","White","Evolution","Christian",1,300,"some","Unsure",8,5,7,2,1,6,5,6,3,8,3,8,5,5,4,4,6,6,"Republican",1,9,3,9,0,100,"Yes"
"Female","No","Small Town","In some classes",19,"Animal Science","White","Divine Guidance","Christian",7,100,"some","John Kacich",7,8,9,8,8,9,6,9,4,6,10,1,7,7,1,1,1,9,"Republican",7,10,5,3,20,100,"No"
"Female","Yes","Big City Subrub","Not Sure",18,"Journalism","White","Evolution","Atheist",0,100,"very closely","Hillary Clinton",3,8,6,8,5,9,2,0,10,4,4,2,8,0,8,1,1,5,"Democrat",0,8,5,10,0,0,"Yes"
"Female","No","Small Town","Yes",20,"CWL","White","Evolution","Agnostic",5,50,"very closely","Bernie Sanders",1,10,2,9,9,9,1,0,10,6,9,0,0,5,2,1,2,8,"Democrat",10,10,8,9,20,0,"Yes"
"Female","No","Big City Subrub","Yes",18,"Undeclared","Black","Divine Guidance","Christian",5,800,"some","Hillary Clinton",3,4,3,6,9,8,4,2,7,6,10,5,9,5,5,4,4,5,"Democrat",10,10,5,8,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Business","White","None of the above","Christian",5,10000,"Not at all","Bernie Sanders",5,7,8,4,5,6,0,2,1,3,6,1,9,2,6,10,4,5,"Democrat",0,0,3,10,0,100,"Yes"
"Female","No","Big City","Yes",20,"ACCOUNTANCY","Asian","Creationism","Other Religion",5,100,"some","Hillary Clinton",3,5,7,7,10,7,0,3,7,6,7,3,5,5,5,10,10,3,"Independent",-1,-1,5,9,0,10,"No"
"Male","Yes","Big City Subrub","Not Sure",20,"Environmental Sustainability and Economics","White","Evolution","Agnostic",5,90,"closely","Hillary Clinton",2,10,8,6,6,8,6,0,10,10,6,6,10,4,10,6,7,6,"Democrat",8,10,7,10,0,90,"Yes"
"Female","No","Big City","No",18,"Dgs","Hispanic","Divine Guidance","Christian",4,75,"some","Bernie Sanders",9,7,7,10,10,10,6,7,10,10,9,6,7,7,7,7,8,6,"Democrat",10,10,6,8,0,0,"Yes"
"Female","No","Big City Subrub","Yes",18,"HDFS","Black","Divine Guidance","Christian",8,500,"some","Hillary Clinton",3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Democrat",10,10,6,6,0,10,"Yes"
"Female","No","Big City Subrub","No",19,"Undeclared","White","Evolution","Christian",7,100,"some","Bernie Sanders",5,7,6,10,6,7,0,0,7,10,6,4,5,3,5,7,3,5,"Democrat",10,10,4,10,0,100,"Yes"
"Male","No","Big City Subrub","Yes",19,"CS and Astronomy","White","Evolution","Atheist",0,120,"closely","Bernie Sanders",3,10,2,8,10,10,2,0,10,7,10,0,10,7,10,3,5,5,"Democrat",10,10,7,10,0,100,"Yes"
"Male","No","Medium City","Yes",18,"Undeclared","Hispanic","Evolution","Agnostic",0,100,"some","Bernie Sanders",0,7,5,5,5,5,5,5,5,5,5,2,0,0,0,9,7,1,"Democrat",1,3,4,9,10,0,"Yes"
"Male","Yes","Big City","Yes",19,"undecided","Hispanic","Evolution","Christian",2,100,"some","Bernie Sanders",3,2,2,10,10,5,7,6,0,0,10,0,10,0,4,1,3,10,"Democrat",0,7,0,7,0,10,"Yes"
"Female","No","Big City","Yes",18,"RST","Black","Divine Guidance","Christian",9,70,"some","Bernie Sanders",0,5,10,10,10,10,0,10,10,5,10,0,10,10,1,7,7,6,"Other",5,5,8,9,10,100,"Yes"
"Male","No","Big City","Yes",19,"NRES","Asian","Evolution","Buddhist",7,20,"some","Marco Rubio",6,7,7,7,7,7,7,7,7,10,7,7,7,7,7,7,7,7,"Republican",5,5,1,10,5,100,"No"
"Female","No","Big City Subrub","No",18,"Psychology","White","Evolution","Christian",4,80,"some","Unsure",2,4,6,4,9,9,6,6,10,10,8,6,5,5,4,5,4,0,"Independent",0,0,5,7,10,30,"Yes"
"Female","No","Big City Subrub","Yes",18,"Speech and Hearing Science","White","Divine Guidance","Christian",6,75,"some","Bernie Sanders",3,8,9,6,8,7,5,5,7,6,6,4,4,6,2,7,6,3,"Democrat",2,7,3,8,0,80,"Yes"
"Female","Yes","Big City","Yes",19,"Sociology","Black","Evolution","Buddhist",6,65,"very closely","Bernie Sanders",2,8,9,9,10,10,5,2,6,8,10,2,8,2,10,9,7,9,"Democrat",10,10,7,6,15,0,"Yes"
"Female","No","Big City","Yes",18,"Human Nutrition","Hispanic","Divine Guidance","Other Religion",6,100,"some","Hillary Clinton",4,7,7,8,10,3,4,4,8,6,10,3,3,3,5,7,7,10,"Democrat",10,10,5,8,0,20,"Unsure"
"Female","Yes","Small Town","Yes",20,"Kinesiology","White","Creationism","Christian",9,700,"some","Marco Rubio",9,8,10,7,6,5,7,9,1,5,3,1,1,10,3,1,3,1,"Republican",0,7,9,10,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"undecided","White","Divine Guidance","Christian",3,80,"some","Unsure",6,4,10,3,10,10,6,5,4,5,6,5,0,0,4,10,9,2,"Republican",0,5,5,8,0,100,"Unsure"
"Male","Yes","Big City","Yes",19,"Global Studies","White","Divine Guidance","Christian",4,70,"some","Hillary Clinton",3,8,7,9,5,4,3,2,10,6,3,2,9,2,8,2,0,1,"Democrat",9,9,1,7,10,100,"Yes"
"Other","Yes","Big City Subrub","No",18,"Undeclared","Asian","Evolution","Atheist",0,150,"some","Bernie Sanders",0,9,1,7,9,10,1,1,7,5,10,1,8,2,8,2,5,5,"Democrat",0,5,4,8,0,100,"Yes"
"Male","Yes","Small Town","Yes",19,"business","Asian","None of the above","Atheist",0,110,"Not at all","Unsure",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Other",5,5,6,9,15,100,"Yes"
"Male","No","Small Town","Yes",38,"History","Black","Creationism","Christian",8,200,"closely","Ted Cruz",6,7,10,4,1,0,8,9,5,6,10,2,10,10,3,3,2,7,"Independent",0,5,5,10,0,0,"No"
"Male","Yes","Big City Subrub","Yes",19,"Econ","White","Divine Guidance","Christian",1,999,"Not at all","Hillary Clinton",0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"Democrat",9,10,5,10,0,100,"Unsure"
"Male","No","Big City Subrub","Yes",20,"German","White","Evolution","Agnostic",1,90,"closely","Bernie Sanders",4,10,8,1,7,5,3,0,1,2,10,3,9,9,8,6,5,1,"Independent",0,9,5,9,0,50,"No"
"Female","No","Small Town","In some classes",18,"NRES","Asian","None of the above","Atheist",4,120,"some","Hillary Clinton",5,7,10,6,9,8,8,9,7,6,4,5,7,7,8,10,9,2,"Other",3,3,7,9,5,100,"Unsure"
"Male","Yes","Small Town","Yes",19,"Undecided","White","None of the above","Christian",5,100,"some","Donald Trump",6,5,5,5,8,8,6,6,4,8,4,6,5,4,7,5,4,7,"Republican",9,9,7,10,0,100,"Yes"
"Female","No","Big City Subrub","Yes",18,"Undecided","White","Divine Guidance","Christian",3,60,"closely","Bernie Sanders",4,3,3,5,7,5,5,2,0,0,7,2,5,0,6,9,4,10,"Democrat",10,10,4,6,0,100,"No"
"Female","No","Big City","Yes",19,"Undecided","Asian","None of the above","Agnostic",3,35,"some","Unsure",2,8,10,9,9,9,7,5,8,7,8,1,5,5,3,3,4,5,"Independent",-1,-1,8,10,0,100,"Unsure"
"Female","No","Medium City","Yes",20,"Food Science","Asian","None of the above","Muslim",6,36,"some","Unsure",5,10,10,10,10,8,8,5,9,8,9,5,5,5,5,5,5,8,"Democrat",0,0,5,10,0,0,"Yes"
"Female","Yes","Big City Subrub","Yes",20,"Audiology","White","Creationism","Christian",7,100,"some","Unsure",8,5,2,4,3,6,0,7,1,10,10,7,8,9,6,3,2,4,"Republican",4,5,5,9,5,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Advertising","White","Divine Guidance","Christian",4,120,"some","Donald Trump",5,8,10,2,8,6,7,2,6,8,4,9,5,5,4,10,7,0,"Republican",0,0,1,10,0,30,"Yes"
"Female","No","Big City Subrub","Not Sure",18,"Undecided","Black","Divine Guidance","Christian",6,400,"some","Bernie Sanders",2,8,8,9,8,8,3,5,7,2,10,1,6,1,8,7,6,9,"Democrat",10,8,2,3,0,10,"Yes"
"Female","Yes","Big City Subrub","Yes",21,"Crop sciences and horticulture","White","Evolution","Agnostic",0,90,"very closely","Bernie Sanders",1,10,4,9,5,10,7,9,10,5,10,0,10,0,10,4,6,7,"Democrat",10,10,9,7,15,90,"Unsure"
"Male","No","Medium City","Not Sure",18,"DGS","Asian","Evolution","Hindu",7,300,"some","Bernie Sanders",5,10,10,6,8,8,7,7,5,7,7,6,5,5,6,9,6,9,"Democrat",-1,-1,4,7,0,100,"Yes"
"Male","Yes","Small Town","Yes",19,"Business Undeclared","White","Divine Guidance","Christian",3,100,"closely","Bernie Sanders",5,5,6,7,3,3,4,6,2,5,10,0,5,5,3,8,5,5,"Independent",3,7,7,8,0,80,"Unsure"
"Female","No","Medium City","Yes",19,"English/Global Studies","White","Evolution","Buddhist",2,50,"closely","Bernie Sanders",0,9,4,10,9,9,4,0,10,6,10,0,9,2,10,3,1,7,"Democrat",10,10,6,9,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"hdfs","White","Divine Guidance","Christian",8,65,"some","Unsure",4,8,10,5,8,9,8,6,10,8,9,1,1,1,1,9,9,5,"Republican",0,6,6,9,0,90,"Yes"
"Male","No","Big City","Yes",20,"DGS","Asian","None of the above","Other Religion",0,1000,"some","Unsure",0,5,5,7,5,5,6,9,7,10,5,5,5,5,3,5,5,6,"Other",-1,-1,5,5,25,50,"Unsure"
"Female","Yes","Big City Subrub","Yes",18,"Community Health","White","Creationism","Christian",5,100,"some","Donald Trump",8,5,10,5,7,5,7,5,5,7,7,7,2,2,2,10,5,5,"Republican",10,10,5,8,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Psychology","White","None of the above","Agnostic",0,100,"some","Bernie Sanders",2,9,6,8,9,10,5,3,6,5,6,4,6,4,3,7,5,5,"Democrat",10,10,5,9,0,80,"Yes"
"Female","No","Big City Subrub","Yes",20,"MCB & French","Asian","Evolution","Agnostic",1,120,"some","Bernie Sanders",1,8,7,6,8,7,6,0,9,3,7,3,9,3,9,7,5,10,"Democrat",10,10,7,2,5,70,"No"
"Male","Yes","Big City Subrub","Yes",19,"undecided","White","Divine Guidance","Christian",5,150,"closely","Donald Trump",7,8,9,3,0,7,8,0,0,8,7,8,0,0,0,10,6,10,"Republican",8,10,6,3,25,90,"Yes"
"Female","No","Medium City","Yes",19,"dgs","Asian","None of the above","Agnostic",3,3,"some","Unsure",5,7,7,5,10,10,8,5,5,10,5,8,2,3,3,8,8,5,"Republican",-1,-1,5,8,0,100,"Yes"
"Female","No","Big City","Yes",18,"Mathematics","Hispanic","Evolution","Agnostic",4,90,"very closely","Bernie Sanders",0,8,4,10,8,10,7,0,8,3,10,0,9,3,9,5,7,7,"Democrat",10,10,4,7,15,20,"Yes"
"Female","No","Big City","Yes",19,"Undeclared","Black","None of the above","Christian",8,100,"closely","Bernie Sanders",3,7,3,10,10,10,8,5,10,6,10,4,9,6,5,6,6,10,"Democrat",10,10,9,6,0,70,"Yes"
"Male","No","Medium City","Yes",18,"Psychology","Asian","Evolution","Agnostic",2,600,"some","Bernie Sanders",2,8,8,6,8,7,6,6,5,8,8,4,4,3,7,8,7,7,"Democrat",-1,-1,5,6,0,100,"Yes"
"Female","No","Big City","Not Sure",19,"Undeclared","Hispanic","Evolution","Christian",2,80,"some","Bernie Sanders",7,3,10,8,7,5,2,6,9,4,6,0,5,5,8,7,3,0,"Democrat",0,5,5,6,20,0,"Yes"
"Male","No","Medium City","Yes",19,"econ","Asian","Evolution","Atheist",0,10000,"some","Donald Trump",6,5,6,5,4,3,4,4,6,8,5,5,5,5,5,5,5,5,"Republican",-1,-1,6,8,0,20,"No"
"Male","No","Big City Subrub","Yes",18,"Undecided","White","Evolution","Agnostic",1,80,"very closely","John Kacich",5,8,5,5,8,7,7,4,4,8,9,6,5,5,10,7,5,3,"Other",0,5,6,9,0,60,"Unsure"
"Female","Yes","Small Town","Yes",20,"Elementary Education","White","Evolution","Other Religion",5,60,"very closely","Bernie Sanders",2,9,9,3,10,9,6,6,5,8,7,4,10,1,5,4,5,8,"Democrat",10,10,7,9,15,100,"No"
"Female","No","Big City","Yes",18,"Animal Science","Hispanic","Evolution","Agnostic",0,90,"very closely","Bernie Sanders",1,10,7,10,10,10,7,0,10,10,10,5,10,7,10,10,10,10,"Democrat",10,10,8,3,0,0,"Unsure"
"Female","Yes","Big City Subrub","Yes",19,"Kinesiology","White","Divine Guidance","Christian",6,66,"some","Hillary Clinton",5,7,10,8,8,9,7,8,6,8,7,6,6,6,5,10,7,7,"Independent",10,10,4,9,0,100,"Yes"
"Female","No","Big City","Not Sure",19,"Psychology and English","White","Evolution","Christian",3,120,"closely","Bernie Sanders",10,9,8,8,10,10,3,0,5,5,10,0,10,0,10,2,2,10,"Democrat",10,10,5,8,0,10,"Yes"
"Female","No","Big City","Yes",19,"Mathematics","Asian","Creationism","Atheist",5,100,"closely","Bernie Sanders",4,10,10,10,10,10,10,10,10,10,1,4,4,4,10,10,10,10,"Democrat",10,10,10,10,10,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Dance","Asian","Creationism","Other Religion",2,75,"closely","Bernie Sanders",2,10,10,10,10,10,8,6,8,8,3,5,2,7,8,6,7,8,"Democrat",10,10,8,9,10,80,"Yes"
"Male","No","Big City Subrub","Yes",21,"Journalism","White","Divine Guidance","Jewish",2,99999,"closely","Hillary Clinton",3,10,10,10,10,10,5,3,5,5,5,3,8,3,5,10,7,8,"Democrat",5,5,5,8,10,70,"Unsure"
"Male","No","Big City","Yes",19,"NRES","Asian","Evolution","Atheist",0,90,"some","Hillary Clinton",10,7,10,7,8,9,9,3,7,8,10,7,6,6,7,4,2,4,"Democrat",-1,-1,5,10,0,90,"No"
"Female","No","Big City","Yes",19,"undecided","Hispanic","Divine Guidance","Christian",6,60,"Not at all","Ted Cruz",5,10,6,10,10,3,1,8,0,8,5,0,5,6,5,6,6,5,"Republican",0,3,6,10,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",18,"Special Education","White","Creationism","Christian",8,45,"some","Bernie Sanders",5,7,10,5,7,7,7,10,5,3,5,5,5,5,5,5,5,5,"Republican",5,5,6,10,15,20,"Yes"
"Male","No","Big City","Yes",18,"Advertising","White","Divine Guidance","Christian",6,80,"closely","Bernie Sanders",5,7,8,10,5,6,5,5,6,6,10,1,0,0,0,6,7,1,"Other",7,9,6,7,15,90,"Yes"
"Male","No","Big City","Yes",19,"undecided","Asian","None of the above","Agnostic",2,75,"some","Bernie Sanders",2,8,10,8,10,9,5,6,7,7,9,6,7,7,4,5,6,8,"Democrat",7,7,9,9,10,20,"Yes"
"Female","No","Medium City","Yes",18,"Psychology","White","Divine Guidance","Christian",3,80,"some","Unsure",3,3,8,5,5,6,4,5,2,5,5,5,5,5,5,5,5,5,"Independent",0,7,2,2,0,30,"Unsure"
"Female","No","Medium City","Not Sure",18,"advertising","Hispanic","Divine Guidance","Christian",6,80,"some","Bernie Sanders",4,7,10,10,10,7,10,10,7,6,10,3,5,5,8,10,8,4,"Democrat",7,7,4,2,5,100,"Unsure"
"Female","No","Big City Subrub","Yes",18,"General Studies","Black","Divine Guidance","Christian",8,120,"some","Bernie Sanders",2,8,4,9,10,6,1,0,7,5,9,1,8,3,4,5,2,6,"Democrat",10,10,5,6,0,40,"Yes"
"Male","No","Big City Subrub","Yes",19,"Undeclared","White","Evolution","Agnostic",0,150,"some","Unsure",5,5,9,1,1,1,3,0,4,6,3,1,2,2,5,9,9,0,"Democrat",0,0,5,10,0,0,"Unsure"
"Female","No","Big City Subrub","Yes",18,"Human Development/ Pre-Med","Asian","Divine Guidance","Christian",7,250,"some","Unsure",5,2,10,5,10,10,3,8,10,6,5,5,5,5,6,10,7,0,"Republican",3,10,3,10,0,100,"Yes"
"Female","Yes","Big City Subrub","Yes",19,"Middle Education","Black","Creationism","Christian",7,43,"some","Hillary Clinton",1,7,7,10,10,10,5,0,6,8,10,1,8,2,10,10,6,10,"Democrat",10,10,7,9,15,0,"Yes"
"Male","No","Big City Subrub","Yes",18,"Undecided","White","Divine Guidance","Christian",7,100,"some","Donald Trump",9,2,9,5,8,8,8,7,8,6,6,7,1,1,1,9,8,0,"Republican",6,9,5,10,0,10,"Yes"
"Female","No","Big City","Yes",19,"Math","Asian","None of the above","Agnostic",4,100,"some","Hillary Clinton",5,3,6,5,9,7,5,1,2,8,0,1,3,2,7,6,10,8,"Other",7,4,6,6,35,50,"Unsure"
"Male","No","Big City Subrub","No",19,"buznes","Asian","None of the above","Muslim",5,1,"closely","Bernie Sanders",5,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"Democrat",10,10,10,10,50,100,"Unsure"
"Female","No","Big City Subrub","Not Sure",21,"Community Health","Black","Divine Guidance","Christian",5,98,"some","Bernie Sanders",5,7,8,8,9,9,2,2,4,2,8,0,0,0,3,3,0,0,"Democrat",5,6,5,9,15,0,"Yes"
"Female","Yes","Medium City","Yes",19,"Painting and Graphic Design","White","Divine Guidance","Christian",8,50,"closely","Bernie Sanders",8,6,9,10,8,5,4,2,7,3,7,8,4,2,9,10,6,1,"Democrat",10,10,3,9,10,100,"Unsure"
"Male","No","Big City","Yes",19,"TSM","Asian","None of the above","Atheist",0,60,"some","Bernie Sanders",0,5,5,5,10,5,5,5,5,10,10,5,5,5,10,10,10,5,"Democrat",10,10,5,0,20,0,"Yes"
