"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition","career"
"Female","No","suburbs","Asian","Christian",7,27,3.3,2,1,0,2,"18","College",3,1,3,8,"No",8,7,8,6,6,0,100,"Some Idea"
"Male","No","suburbs","Asian","Muslim",7,32,4,3,0,0,0,"still_waiting","College",3,3,4,5,"No",5,5,5,0,9,0,0,"Nervous"
"Female","No","suburbs","White","Agnostic",1,32,3.7,10,18,8,2,"16","College",1,1,2,0,"Yes",0,4,2,4,9,0,20,"Grad School"
"Female","No","big_city","Hispanic","Christian",7,22,2.3,4,4,0,0,"18","middle_school",6,8,5,10,"No",8,5,5,4,8,0,30,"No Idea"
"Female","Yes","Small_Town","White","Other",2,25,2.3,8,12,2,2,"15","College",5,2,3,5,"No",5,5,7,8,9,0,100,"Grad School"
"Female","Yes","suburbs","White","Christian",8,27,4,5,8,0,1,"13","High_School",3,2,6,5,"No",9,7,4,1,9,0,20,"Concrete Plan"
"Male","No","big_city","Asian","Atheist",0,33,3.9,50,50,18,0,"15","High_School",0,5,10,8,"No",0,7,10,10,4,0,100,"Nervous"
"Male","No","suburbs","White","Christian",8,26,3.7,6,4,0,1,"16","College",2,2,4,4,"No",4,2,4,2,10,0,90,"Some Idea"
"Female","No","Medium_City","Black","Christian",2,29,3.8,8,10,3,0,"4","High_School",10,6,3,0,"No",2,3,6,4,6,0,100,"Some Idea"
"Female","Yes","big_city","Asian","Christian",6,27,3,2,10,5,0,"15","0_Kindergarten",5,5,5,0,"Yes",5,0,7,6,6,0,100,"Some Idea"
"Male","No","big_city","Hispanic","Other",4,25,2.5,4,3,3,2,"14","High_School",6,3,6,0,"No",2,7,5,10,10,15,10,"Nervous"
"Female","Yes","suburbs","White","Christian",6,28,3,20,17,6,1,"17","College",1,1,15,0,"No",9,5,3,4,10,0,100,"Concrete Plan"
"Female","No","big_city","Hispanic","Agnostic",5,27,1.3,15,15,4,2,"15","College",5,4,5,0,"Yes",0,5,5,5,9,0,10,"Nervous"
"Female","No","big_city","Asian","Agnostic",0,23,2.1,3,5,2,1,"15","High_School",2,8,5,0,"No",0,5,8,4,9,0,0,"Some Idea"
"Female","No","Medium_City","Asian","Hindu",8,31,3.8,8,6,0,2,"15","College",7,1,10,0,"No",0,5,5,2,9,0,100,"Nervous"
"Female","No","big_city","Black","Christian",9,18,3.9,1,0,5,3,"15","College",1,3,3,7,"No",0,3,3,0,10,20,0,"No Idea"
"Female","No","Medium_City","White","Buddhist",0,30,3.8,1,2,0,0,"still_waiting","High_School",1,4,1,0,"No",0,3,5,5,10,5,100,"Grad School"
"Female","No","suburbs","Other","Christian",8,27,3,1,1,0,0,"17","High_School",7,1,4,6,"No",10,7,7,5,10,0,100,"Grad School"
"Female","Yes","Medium_City","White","Christian",8,32,3.4,5,5,0,0,"18","0_Kindergarten",1,3,2,0,"No",2,4,6,6,9,5,100,"Grad School"
"Female","Yes","Medium_City","White","Other",5,30,2.5,5,1,0,1,"16","College",5,1,10,0,"No",5,5,5,7,8,0,100,"Nervous"
"Male","No","suburbs","White","Christian",10,28,4,0,0,0,0,"18","College",2,1,3,5,"No",8,8,7,7,7,0,80,"Grad School"
"Male","Yes","suburbs","Hispanic","Other",5,26,2.7,48,44,12,0,"18","College",2,2,0,10,"No",5,6,6,10,8,30,10,"Nervous"
"Female","No","Small_Town","White","Agnostic",0,24,3.3,4,3,3,2,"15","High_School",3,2,3,0,"No",4,5,8,8,9,0,100,"Nervous"
"Male","No","big_city","Asian","Buddhist",1,24,3.3,1,0,0,0,"still_waiting","1st_5th_grade",1,1,3,6,"No",5,5,5,5,5,0,90,"Nervous"
"Female","No","big_city","Asian","Christian",6,34,3.5,2,1,0,2,"15","College",0,1,8,0,"No",5,4,6,5,7,10,50,"Nervous"
"Female","No","suburbs","Hispanic","Agnostic",0,21,3.5,6,0,1,2,"17","High_School",4,10,3,0,"No",0,1,0,0,10,10,0,"Grad School"
"Male","Yes","big_city","White","Christian",2,33,3,12,18,4,2,"7","College",1,3,6,0,"No",2,3,4,3,10,0,50,"Concrete Plan"
"Female","Yes","suburbs","White","Agnostic",1,31,3.8,15,12,1,1,"14","High_School",12,3,8,2,"No",2,2,4,5,9,0,60,"Nervous"
"Female","No","big_city","Hispanic","Other",8,21,2.1,5,10,3,2,"13","College",5,10,4,1,"No",5,5,7,4,9,0,100,"No Idea"
"Female","No","suburbs","Asian","Hindu",6,30,4,0,0,0,1,"17","College",4,1,3,0,"No",0,1,8,5,9,5,100,"Concrete Plan"
"Male","No","big_city","Hispanic","Christian",7,27,2.7,5,12,3,1,"10","High_School",10,1,10,1,"No",2,2,5,5,10,20,40,"Nervous"
"Female","No","Medium_City","Asian","Christian",5,31,3.6,0,0,0,3,"15","middle_school",1,2,3,3,"No",2,5,5,6,6,0,10,"Some Idea"
"Female","No","suburbs","Asian","Christian",6,29,3.3,2,3,0,1,"15","middle_school",1,2,6,5,"No",5,5,5,5,5,0,100,"Nervous"
"Female","No","suburbs","Other","Christian",10,20,3.6,7,0,0,3,"16","College",4,5,5,6,"No",5,5,7,9,9,0,30,"Nervous"
"Male","No","suburbs","Asian","Agnostic",1,29,4,0,0,0,0,"still_waiting","High_School",2,5,2,1,"No",2,4,2,4,4,0,100,"Some Idea"
"Female","Yes","big_city","White","Christian",9,29,3.5,5,1,1,2,"12","College",10,4,3,5,"No",10,9,3,0,8,25,90,"Concrete Plan"
"Male","No","suburbs","White","Christian",8,32,3.8,2,3,0,0,"17","College",3,0,1,1,"No",9,5,6,6,9,0,100,"Grad School"
"Female","No","Medium_City","Black","Christian",3,24,2.4,2,0,2,1,"14","College",0,2,3,0,"No",4,3,4,10,7,20,0,"Nervous"
"Male","No","suburbs","Hispanic","Christian",5,28,3.5,0,0,0,1,"13","High_School",1,2,1,0,"No",6,3,5,6,10,0,0,"Nervous"
"Female","No","Medium_City","Asian","Other",0,27,3.3,3,0,4,5,"16","High_School",1,3,5,1,"No",6,5,5,8,10,10,90,"Grad School"
"Female","No","big_city","Black","Christian",5,23,2.3,0,0,1,1,"17","High_School",5,6,3,0,"No",9,5,5,5,7,0,30,"Grad School"
"Female","No","big_city","White","Jewish",10,28,3.8,0,1,0,0,"still_waiting","High_School",2,2,4,5,"No",8,10,2,9,8,5,100,"No Idea"
"Male","No","Medium_City","Asian","Christian",9,28,3.6,0,0,0,1,"18","College",1,3,1,5,"No",5,3,5,5,8,0,30,"Some Idea"
"Female","Yes","suburbs","White","Jewish",8,28,3.2,5,0,1,3,"17","College",4,5,13,0,"No",0,5,8,5,9,0,80,"Some Idea"
"Female","No","big_city","Other","Christian",5,22,3,2,3,10,3,"8","High_School",5,4,5,10,"No",0,5,6,5,8,0,10,"Grad School"
"Female","No","big_city","Hispanic","Other",6,24,3.5,0,0,0,0,"still_waiting","1st_5th_grade",1,5,4,0,"No",0,5,3,5,7,10,30,"Some Idea"
"Female","No","suburbs","Asian","Hindu",9,32,2.5,1,0,0,0,"still_waiting","College",10,3,5,1,"No",0,4,5,6,3,0,90,"Concrete Plan"
"Female","No","Medium_City","Hispanic","Christian",4,25,1.8,7,4,2,0,"16","1st_5th_grade",3,1,4,3,"No",1,5,7,3,10,10,40,"Concrete Plan"
"Female","No","suburbs","White","Christian",8,28,3.7,0,0,1,1,"19","College",1,4,4,0,"No",5,4,3,4,8,15,90,"Some Idea"
"Male","No","big_city","Hispanic","Christian",4,31,2.2,5,8,1,1,"17","College",2,2,3,0,"No",5,6,7,8,7,0,30,"Some Idea"
"Female","No","big_city","Asian","Other",5,30,1.8,0,0,0,1,"13","middle_school",2,10,10,6,"No",6,6,6,6,9,0,100,"Nervous"
"Female","No","suburbs","Asian","Agnostic",3,30,3.3,15,20,1,1,"15","College",5,4,5,8,"No",0,2,8,7,7,10,100,"Grad School"
"Female","Yes","suburbs","White","Christian",5,23,3.8,6,6,1,1,"13","College",5,3,7,4,"No",5,6,5,9,7,0,100,"Grad School"
"Female","No","Small_Town","Other","Christian",3,26,3.3,6,8,12,1,"14","College",1,2,1,0,"No",9,2,7,5,3,0,10,"Nervous"
"Female","No","Medium_City","Asian","Agnostic",0,29,3.9,0,0,0,0,"still_waiting","College",5,2,4,0,"No",0,3,5,7,7,5,100,"Some Idea"
"Female","Yes","Small_Town","White","Christian",4,30,3.8,14,11,1,1,"15","College",6,3,4,0,"No",6,5,5,5,5,5,100,"Some Idea"
"Female","Yes","suburbs","White","Other",0,28,3.5,16,45,0,0,"15","College",3,2,10,0,"No",2,0,5,5,9,0,90,"No Idea"
"Female","No","Medium_City","Asian","Buddhist",8,29,3.7,5,0,0,0,"still_waiting","1st_5th_grade",5,6,5,4,"No",5,5,3,9,9,0,100,"Nervous"
"Female","No","Medium_City","Black","Christian",10,21,3.1,0,0,0,3,"14","College",12,1,7,5,"No",5,5,0,5,10,10,0,"Grad School"
"Female","Yes","Medium_City","Other","Agnostic",0,23,3.3,10,5,0,0,"16","College",2,2,3,0,"No",2,2,5,5,7,35,70,"Nervous"
"Female","No","Medium_City","Asian","Agnostic",0,31,4,1,0,5,1,"16","College",1,5,5,7,"No",4,4,7,9,7,15,100,"Some Idea"
"Female","Yes","suburbs","White","Agnostic",3,29,3,10,15,3,2,"14","College",5,2,5,0,"No",0,3,5,5,9,5,100,"Nervous"
"Female","Yes","suburbs","White","Christian",1,25,4,13,18,5,2,"15","College",0,3,30,0,"No",5,5,3,2,9,0,100,"Concrete Plan"
"Male","No","suburbs","White","Christian",2,33,3.3,30,10,3,1,"14","0_Kindergarten",1,10,11,2,"No",0,3,4,10,5,0,100,"Other"
"Male","Yes","suburbs","White","Atheist",0,29,3,20,48,2,0,"12","College",1,1,4,0,"No",0,2,2,5,8,0,100,"No Idea"
"Female","Yes","suburbs","White","Christian",7,30,3.7,7,20,3,1,"12","College",3,2,7,0,"No",0,5,7,8,8,5,100,"Nervous"
"Male","No","Medium_City","Asian","Christian",7,35,2.3,0,0,1,1,"17","College",1,2,4,6,"No",6,4,5,5,5,0,100,"No Idea"
"Male","No","suburbs","Black","Christian",8,27,3.9,0,0,0,0,"12","High_School",5,1,2,5,"No",5,0,5,5,10,15,70,"Other"
"Female","Yes","suburbs","White","Jewish",5,29,3.4,10,10,0,0,"15","High_School",6,5,11,0,"No",2,2,1,5,9,0,90,"Nervous"
"Male","No","suburbs","Black","Muslim",3,27,2.8,8,8,2,0,"15","College",1,2,3,2,"No",4,3,5,6,7,35,80,"Concrete Plan"
"Female","Yes","suburbs","White","Christian",2,30,3.9,6,8,3,1,"15","College",1,2,3,2,"No",4,7,7,8,6,0,80,"Concrete Plan"
"Female","No","suburbs","White","Christian",7,31,3.4,6,4,1,1,"18","College",5,3,6,0,"No",5,3,4,5,8,0,50,"Nervous"
"Female","Yes","Small_Town","White","Christian",7,27,3.7,5,10,0,0,"14","College",2,1,5,0,"No",0,7,5,5,8,0,90,"Some Idea"
"Female","Yes","suburbs","White","Christian",5,30,3.6,10,15,1,2,"14","High_School",7,2,10,9,"No",8,9,8,5,8,0,80,"Nervous"
"Male","No","suburbs","White","Atheist",0,28,1.6,0,0,0,0,"15","1st_5th_grade",2,2,6,2,"No",5,5,5,5,5,0,100,"No Idea"
"Female","Yes","Small_Town","White","Christian",8,30,3.7,9,10,0,1,"14","College",2,3,5,1,"No",9,8,5,5,8,0,100,"Grad School"
"Female","No","Small_Town","White","Christian",8,22,3.5,0,2,0,2,"14","1st_5th_grade",2,10,2,10,"No",10,9,7,8,9,0,80,"Nervous"
"Female","No","Medium_City","White","Christian",7,28,3.6,10,10,2,2,"13","College",20,2,15,8,"No",5,5,8,5,10,0,100,"Grad School"
"Female","Yes","suburbs","White","Christian",9,26,3.2,18,40,3,0,"17","College",0,2,6,3,"Yes",0,5,7,10,1,0,70,"Nervous"
"Female","Yes","Small_Town","White","Christian",2,27,2.6,6,8,1,1,"16","High_School",5,1,3,0,"No",2,4,5,6,8,10,80,"Grad School"
"Female","Yes","suburbs","Hispanic","Other",5,20,3.8,15,9,5,1,"15","High_School",7,3,5,0,"No",10,1,0,8,8,0,100,"Concrete Plan"
"Female","Yes","suburbs","White","Christian",7,31,3.2,12,15,3,0,"15","College",1,2,10,0,"No",4,8,8,9,10,0,100,"Grad School"
"Female","Yes","suburbs","White","Agnostic",1,23,3.4,4,10,4,2,"18","College",1,4,6,0,"No",0,2,5,1,10,0,100,"Nervous"
"Male","Yes","suburbs","White","Christian",7,27,3.2,15,10,3,1,"17","High_School",3,1,5,2,"No",10,10,7,7,8,0,100,"Grad School"
"Female","Yes","Small_Town","White","Christian",5,26,3.8,0,0,0,0,"still_waiting","0_Kindergarten",20,3,7,4,"No",2,8,5,4,10,0,100,"Concrete Plan"
"Male","No","suburbs","White","Christian",5,24,3.6,0,2,2,2,"17","High_School",1,3,3,5,"No",1,5,6,10,10,15,50,"Nervous"
"Female","No","big_city","Hispanic","Christian",5,22,3.2,0,0,0,0,"still_waiting","High_School",4,6,4,0,"No",5,5,4,8,10,0,100,"Concrete Plan"
"Female","No","Small_Town","White","Christian",6,27,3.1,12,12,0,0,"still_waiting","College",2,5,4,0,"No",5,5,5,7,10,0,30,"Grad School"
"Female","No","suburbs","Black","Other",8,21,3,3,1,2,0,"18","College",10,1,3,1,"No",0,3,5,5,9,10,50,"Nervous"
"Female","No","Medium_City","Asian","Christian",8,28,3.7,0,0,0,0,"16","College",2,7,5,5,"No",8,5,7,3,8,0,100,"Some Idea"
"Male","No","suburbs","Asian","Muslim",8,33,2.8,0,0,0,1,"20","High_School",3,2,4,10,"No",7,5,3,8,9,0,0,"Nervous"
"Female","No","big_city","Asian","Christian",8,28,3.9,0,0,0,1,"still_waiting","College",3,1,7,5,"No",8,5,5,6,9,0,100,"Nervous"
"Female","No","suburbs","Hispanic","Other",3,26,2.7,0,1,3,3,"16","High_School",4,7,4,0,"No",5,5,0,0,10,0,10,"Nervous"
"Male","No","big_city","Hispanic","Atheist",0,28,1.2,1,5,1,1,"14","High_School",0,1,1,6,"Yes",1,5,1,9,10,10,0,"No Idea"
"Male","No","suburbs","White","Christian",3,30,3,0,0,0,0,"still_waiting","College",1,3,0,0,"No",0,2,5,0,8,0,100,"Nervous"
"Male","Yes","suburbs","Other","Agnostic",2,28,2.8,5,6,3,2,"16","College",1,1,6,0,"No",0,2,6,5,7,0,70,"Grad School"
"Male","No","suburbs","Asian","Agnostic",6,29,3.4,0,0,3,1,"16","High_School",1,0,2,0,"No",0,3,3,3,6,0,50,"Nervous"
"Female","Yes","Medium_City","White","Christian",6,30,3.6,5,6,0,0,"18","College",4,3,5,0,"No",8,2,5,2,9,0,100,"Grad School"
"Female","Yes","suburbs","White","Christian",7,28,3.3,8,6,2,0,"13","High_School",20,2,10,0,"No",0,4,6,9,10,0,100,"Nervous"
"Female","No","big_city","Black","Christian",5,20,3.4,5,2,3,2,"14","College",5,3,4,4,"No",5,3,5,4,4,15,20,"Some Idea"
"Male","Yes","suburbs","Asian","Muslim",7,24,3,10,5,2,1,"17","High_School",1,3,10,4,"No",3,1,7,3,9,0,100,"Grad School"
"Female","No","Small_Town","White","Christian",8,27,3.8,0,0,0,0,"still_waiting","High_School",10,2,5,9,"No",10,9,8,1,9,0,90,"Concrete Plan"
"Female","No","suburbs","Other","Christian",1,25,3,13,8,0,0,"15","College",5,3,4,0,"No",1,0,1,0,8,10,0,"Nervous"
"Female","No","suburbs","White","Christian",4,26,2.7,10,5,2,3,"13","College",5,3,9,3,"No",2,7,6,7,8,0,0,"No Idea"
"Male","No","big_city","Asian","Atheist",1,30,3,5,1,0,2,"16","middle_school",1,3,10,9,"No",4,3,9,2,5,0,100,"Some Idea"
"Female","No","big_city","Hispanic","Christian",5,27,2.2,15,15,3,1,"15","High_School",7,5,10,0,"Yes",0,5,3,4,10,10,70,"Some Idea"
"Male","No","suburbs","Asian","Muslim",8,25,3,4,0,0,0,"still_waiting","High_School",14,10,7,6,"No",6,6,3,6,10,15,0,"Nervous"
"Male","No","Small_Town","White","Christian",5,28,3.8,0,0,0,0,"still_waiting","High_School",5,1,4,9,"No",9,9,8,5,10,0,100,"Concrete Plan"
"Female","No","suburbs","Asian","Christian",5,30,3.1,4,6,0,0,"still_waiting","College",1,10,3,0,"No",5,3,5,5,7,0,100,"Some Idea"
"Male","No","suburbs","Asian","Christian",8,31,2.9,0,2,1,1,"20","College",1,1,2,8,"No",5,8,7,5,10,0,100,"Nervous"
"Male","No","Medium_City","Asian","Hindu",6,33,3.7,20,10,0,0,"still_waiting","High_School",4,2,15,0,"No",0,4,3,5,10,0,0,"Nervous"
"Female","No","suburbs","Asian","Other",7,27,3.7,5,2,0,0,"still_waiting","College",5,3,7,4,"No",5,4,5,5,9,0,100,"Nervous"
"Female","Yes","Small_Town","White","Christian",8,24,3.4,10,10,0,1,"16","High_School",1,5,5,10,"No",10,9,8,5,10,10,30,"Nervous"
"Female","No","suburbs","White","Agnostic",0,23,3.8,4,2,0,1,"13","College",2,3,5,0,"No",0,3,4,8,10,0,70,"Grad School"
"Female","Yes","suburbs","White","Christian",4,25,3.4,15,15,1,1,"14","College",4,1,2,3,"No",5,7,8,8,9,0,90,"Concrete Plan"
"Female","Yes","big_city","White","Jewish",3,31,4,10,10,3,0,"13","College",10,3,20,0,"No",0,4,5,10,10,0,100,"No Idea"
"Female","No","suburbs","White","Christian",4,30,3.6,2,0,0,2,"14","College",2,1,4,0,"Yes",0,4,2,5,10,10,80,"Grad School"
"Male","Yes","big_city","White","Agnostic",0,27,3.1,8,12,0,0,"7","College",4,2,5,0,"No",0,5,9,7,9,0,0,"Concrete Plan"
"Female","Yes","suburbs","White","Christian",8,32,3.7,12,28,23,4,"11","College",2,5,4,0,"No",0,5,7,5,7,0,100,"Nervous"
"Female","No","suburbs","Black","Muslim",7,26,3.9,3,4,0,0,"18","College",2,2,3,3,"No",2,1,6,3,7,5,90,"Nervous"
"Female","No","big_city","White","Christian",2,24,2.4,8,8,7,3,"14","College",8,2,4,0,"Yes",0,3,5,7,7,0,0,"Nervous"
"Male","No","suburbs","Asian","Agnostic",4,34,3.7,16,5,1,2,"12","College",1,2,10,0,"No",5,2,5,8,3,0,100,"Concrete Plan"
"Male","Yes","suburbs","Black","Christian",4,22,2.7,21,50,50,0,"3","College",9,10,16,2,"No",0,0,0,0,0,10,10,"Nervous"
"Male","No","suburbs","Asian","Other",2,28,3.3,1,0,0,1,"19","1st_5th_grade",1,9,5,3,"No",3,3,3,3,3,0,100,"Grad School"
"Male","Yes","Medium_City","Hispanic","Agnostic",2,26,2.9,8,5,2,5,"13","High_School",4,5,2,4,"No",7,7,6,3,8,0,60,"Concrete Plan"
"Female","No","Small_Town","Asian","Buddhist",6,25,3.3,0,0,1,1,"17","College",1,5,4,0,"Yes",3,4,4,5,8,0,70,"Nervous"
"Female","Yes","suburbs","White","Jewish",3,27,3.7,6,10,2,2,"13","College",3,2,3,2,"No",2,4,4,0,9,0,100,"Concrete Plan"
"Female","Yes","Medium_City","White","Christian",1,27,3.5,6,10,2,1,"18","College",3,2,10,0,"No",0,8,8,5,10,0,100,"Nervous"
"Male","No","big_city","Asian","Buddhist",1,30,3.7,0,2,1,0,"20","College",1,1,3,5,"No",7,6,6,8,5,0,10,"Grad School"
"Male","No","big_city","White","Christian",6,25,3.5,6,7,2,2,"14","High_School",7,6,8,0,"No",3,2,3,5,9,15,0,"Nervous"
"Female","Yes","suburbs","White","Christian",2,22,3.3,10,5,3,0,"16","College",3,5,7,1,"No",2,7,9,7,9,0,80,"Nervous"
"Female","No","suburbs","White","Christian",7,27,3,0,0,0,1,"21","College",1,2,3,5,"No",8,8,8,2,10,0,100,"Concrete Plan"
"Female","No","suburbs","White","Atheist",0,33,3.6,0,0,1,1,"18","College",3,2,4,9,"No",3,4,3,5,4,10,80,"No Idea"
"Female","No","Medium_City","White","Christian",5,29,3.8,7,20,1,1,"15","College",2,1,5,0,"No",9,6,5,3,3,0,50,"Some Idea"
"Male","No","suburbs","White","Agnostic",0,31,2.9,8,20,4,0,"19","College",1,2,3,5,"No",0,5,5,10,10,0,0,"Concrete Plan"
"Female","No","Small_Town","White","Christian",10,28,3.5,3,0,0,0,"18","High_School",10,3,10,10,"No",10,10,6,6,10,0,20,"Grad School"
"Female","Yes","suburbs","White","Christian",6,29,3.7,7,25,3,2,"13","College",5,1,6,1,"No",8,10,7,8,8,0,100,"Nervous"
"Female","No","big_city","Hispanic","Christian",7,21,2.4,5,2,15,3,"15","middle_school",1,2,10,0,"Yes",0,10,10,1,10,0,10,"Grad School"
"Female","No","big_city","Hispanic","Atheist",0,26,2.2,6,10,0,2,"16","College",7,10,3,0,"No",5,5,5,7,8,0,100,"Nervous"
"Female","No","suburbs","Asian","Other",5,26,2.7,0,0,0,0,"18","0_Kindergarten",10,2,3,5,"No",5,5,8,5,9,5,100,"Some Idea"
"Male","Yes","suburbs","White","Christian",5,35,3.9,30,50,1,1,"13","College",7,3,5,0,"No",9,7,5,9,9,0,100,"Grad School"
