"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","hoursCallParents","socialMedia","texts","goodOrWell","parentRelationship","workHr","tuition","career"
"Female","Female","Yes","Small Town","White","Christian",2,24,3.6,4,6,1,0,"14","high school",6,"3",5,4,10,15,50,"Nervous"
"Male","Male","No","Medium City","White","Atheist",0,26,3.4,8,2,12,0,"17","college",2,"4",2,4,9,15,100,"Grad School"
"Female","Female","No","Big City","Asian","Buddhist",5,32,3.9,1,2,0,1,"18","high school",0,"1",5,5,9,0,100,"Grad School"
"Female","Female","No","Big City","Asian","Muslim",5,26,2.8,0,0,0,1,"14","high school",5,"4",2,6,6,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Hispanic","Other Religion",2,19,1,10,4,5,2,"15","college",50,"10 or more",5,9,6,10,30,"Some Idea"
"Male","Male","No","Big City Subrub","White","Agnostic",4,32,3.4,2,1,1,1,"12","middle school",1,"3",2,3,8,0,100,"Some Idea"
"Male","Male","Yes","Small Town","White","Agnostic",1,28,3.5,2,10,2,2,"14","high school",0,"4",2,5,10,0,60,"Nervous"
"Female","Female","No","Big City","Asian","Buddhist",5,20,3.1,2,0,0,0,"still waiting","college",1,"3",4,5,8,0,10,"No Idea"
"Other","Other","No","Medium City","White","Christian",4,25,3.9,49,47,47,1,"11","high school",0,"2",3,6,8,0,100,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Jewish",6,30,2.7,15,20,2,2,"12","college",4,"6",5,5,8,0,90,"Grad School"
"Male","Male","No","Big City Subrub","Asian","Christian",7,34,3.2,0,0,0,0,"still waiting","lower grades",1,"1",2,2,8,0,100,"Some Idea"
"Male","Male","Yes","Medium City","White","Christian",3,32,3.3,30,40,0,3,"13","college",1,"4",4,7,10,10,100,"Nervous"
"Female","Female","No","Big City","Black","Christian",7,27,1.8,0,1,0,3,"15","college",5,"2",10,10,7,15,0,"Nervous"
"Male","Male","No","Big City","White","Atheist",0,30,2.8,2,0,2,1,"15","kindergarten",0,"2",1,5,5,0,30,"No Idea"
"Female","Female","No","Small Town","Asian","Atheist",0,27,3.2,4,5,9,1,"14","college",1,"10 or more",2,5,9,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Muslim",5,30,3.7,3,6,2,1,"13","college",8,"3",6,5,9,0,100,"Concrete plan"
"Male","Male","No","Small Town","Asian","Christian",7,30,2.9,3,0,1,1,"16","high school",1,"0",0,8,9,0,100,"Some Idea"
"Female","Other","Yes","Big City Subrub","White","Christian",7,29,3.8,0,0,0,3,"15","high school",3,"3",6,2,9,0,80,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",5,22,3.6,4,20,5,2,"15","high school",1,"10 or more",10,3,8,40,0,"Nervous"
"Female","Female","No","Small Town","White","Christian",2,27,3.5,6,5,0,0,"15","high school",2,"4",4,5,9,0,0,"Nervous"
"Female","Female","No","Medium City","White","Christian",5,26,3.7,4,13,4,2,"14","college",3,"2",6,5,10,25,50,"Concrete plan"
"Male","Male","No","Big City","Asian","Hindu",0,31,2.8,8,0,0,0,"16","high school",8,"3",18,10,7,0,100,"Concrete plan"
"Female","Female","No","Big City Subrub","Asian","Jewish",6,30,3.7,0,0,0,0,"still waiting","lower grades",7,"3",3,5,10,15,100,"Grad School"
"Female","Female","Yes","Big City Subrub","White","Jewish",6,25,3.5,6,5,2,2,"15","lower grades",12,"5",6,5,10,0,100,"Concrete plan"
"Female","Female","No","Big City Subrub","Hispanic","Christian",6,27,3.3,7,12,9,1,"13","college",3,"6",4,10,8,0,70,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",6,24,3.4,10,24,2,1,"13","college",3,"1",5,8,10,0,90,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",3,30,3.4,4,5,1,1,"17","college",1,"4",5,4,8,0,100,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",5,31,3.9,20,30,1,2,"11","college",1,"2",10,5,6,0,100,"Nervous"
"Female","Female","No","Big City Subrub","White","Christian",8,30,3,12,7,0,1,"18","college",1,"2",13,6,6,0,0,"Grad School"
"Female","Female","No","Big City","Asian","Buddhist",6,26,3.1,1,0,0,0,"still waiting","kindergarten",2,"2",5,3,8,0,20,"Grad School"
"Female","Female","No","Big City Subrub","White","Christian",5,27,3.7,7,0,2,2,"14","high school",3,"10 or more",3,7,10,40,20,"No Idea"
"Female","Female","No","Small Town","White","Christian",6,26,3.4,5,4,2,2,"14","high school",5,"2",7,6,5,0,50,"Grad School"
"Female","Female","No","Big City","White","Atheist",0,27,3.7,6,4,0,0,"18","college",5,"1",4,5,2,15,100,"Some Idea"
"Male","Male","No","Big City Subrub","Asian","Other Religion",2,25,2.3,0,0,0,0,"still waiting","high school",1,"4",3,6,8,0,20,"No Idea"
"Male","Male","Yes","Big City","Black","Christian",5,21,2.8,0,0,8,4,"12","college",3,"8",9,5,8,0,0,"Grad School"
"Female","Female","No","Big City","Asian","Agnostic",5,28,3.6,0,0,0,1,"16","middle school",2,"2",6,10,8,10,100,"Grad School"
"Female","Female","No","Medium City","Asian","Agnostic",1,29,3.7,1,0,0,0,"13","middle school",1,"4",3,3,9,0,100,"Nervous"
"Male","Male","No","Big City","Asian","Atheist",0,29,3.1,0,0,0,1,"5","kindergarten",1,"1",2,7,8,0,100,"Concrete plan"
"Male","Male","No","Big City","Asian","Buddhist",5,34,3.8,0,0,0,3,"13","high school",3,"5",2,7,10,0,100,"Some Idea"
"Male","Male","No","Big City","Asian","Buddhist",3,33,3.9,0,0,0,0,"17","high school",2,"2",6,8,8,0,100,"Some Idea"
"Female","Female","No","Big City Subrub","Asian","Other Religion",7,29,3.7,9,8,5,0,"17","high school",6,"4",10,8,9,0,100,"Concrete plan"
"Male","Male","Yes","Small Town","White","Agnostic",0,26,3.8,25,25,9,3,"10","high school",2,"3",15,6,9,0,10,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",8,26,2,9,20,9,1,"12","college",2,"2",4,4,9,15,100,"Grad School"
"Male","Male","No","Medium City","White","Christian",5,29,2.9,3,3,0,1,"13","high school",2,"3",3,5,10,0,100,"Nervous"
"Female","Female","No","Small Town","Asian","Agnostic",7,27,3.6,0,0,7,0,"still waiting","lower grades",5,"2",5,0,10,0,100,"Nervous"
"Male","Male","Yes","Big City Subrub","White","Christian",2,27,3.7,12,20,1,2,"16","high school",2,"1",10,8,9,10,0,"Concrete plan"
"Female","Female","No","Big City Subrub","Asian","Christian",4,32,3.5,4,10,2,2,"15","college",3,"3",5,1,5,0,100,"Nervous"
"Female","Female","No","Big City Subrub","Other","Other Religion",5,23,3,2,0,0,2,"16","college",4,"4",4,5,5,0,70,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Jewish",0,28,3.6,6,11,0,1,"18","high school",2,"4",15,8,7,0,80,"No Idea"
"Female","Female","Yes","Big City Subrub","Hispanic","Agnostic",1,28,2.7,2,2,3,3,"13","middle school",1,"6",5,4,8,0,100,"Some Idea"
"Male","Male","No","Medium City","Hispanic","Agnostic",0,24,1.6,0,1,0,0,"13","high school",1,"1",1,9,9,10,0,"Nervous"
"Female","Female","Yes","Big City","Hispanic","Christian",7,24,3.4,12,7,7,1,"13","college",7,"3",3,6,7,10,60,"Some Idea"
"Male","Male","Yes","Big City Subrub","Hispanic","Christian",6,26,2.9,7,15,8,2,"13","college",3,"2",3,7,8,0,70,"Nervous"
"Male","Male","No","Big City Subrub","Hispanic","Other Religion",0,27,3.4,24,30,1,1,"11","college",1,"2",4,0,5,0,80,"Nervous"
"Female","Female","No","Small Town","White","Christian",6,25,2.9,2,1,4,2,"15","middle school",5,"2",4,5,7,10,90,"Concrete plan"
"Female","Female","No","Medium City","Other","Christian",5,24,3.1,5,0,3,2,"15","high school",1,"4",3,6,9,15,50,"Concrete plan"
"Female","Female","No","Medium City","White","Christian",2,24,3.5,0,0,0,0,"13","high school",7,"1",3,3,10,10,40,"Some Idea"
"Female","Female","No","Big City","Asian","Atheist",5,30,3.8,8,0,0,1,"17","college",1,"2",4,7,9,0,100,"Grad School"
"Male","Male","Yes","Big City Subrub","White","Christian",1,32,3.5,30,50,3,1,"14","college",2,"1",10,7,9,0,40,"No Idea"
"Female","Female","No","Big City Subrub","White","Christian",7,23,3.4,0,0,1,1,"16","high school",1,"2",2,5,7,5,60,"Nervous"
"Male","Male","No","Big City","White","Christian",5,27,3.1,1,4,1,1,"13","middle school",0,"1",3,9,7,0,90,"No Idea"
"Male","Male","No","Big City Subrub","White","Hindu",5,33,3.2,1,0,1,0,"5","lower grades",1,"7",0,4,5,40,100,"Some Idea"
"Male","Male","No","Big City","Asian","Buddhist",5,33,3.8,0,0,0,0,"still waiting","high school",6,"2",4,5,10,0,100,"Concrete plan"
"Male","Male","No","Big City","Black","Other Religion",2,16,3.1,5,2,50,1,"10","college",2,"4",4,8,10,10,0,"Nervous"
"Male","Male","No","Big City Subrub","Asian","Christian",4,29,2.9,5,3,1,2,"16","college",1,"10 or more",5,0,5,10,50,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",4,28,3.4,6,5,0,0,"17","college",2,"2",5,2,8,0,50,"Nervous"
"Female","Female","Yes","Big City Subrub","White","Christian",3,32,3.7,10,10,1,2,"16","high school",3,"3",10,6,8,0,100,"Some Idea"
"Female","Female","No","Big City","Asian","Atheist",0,30,4,0,0,0,3,"3","middle school",1,"5",0,10,8,15,100,"Grad School"
"Female","Female","Yes","Medium City","Asian","Christian",10,21,3.7,3,3,2,1,"17","high school",5,"1",4,5,8,10,30,"Nervous"
"Male","Male","No","Big City Subrub","White","Agnostic",1,30,2.5,0,0,1,1,"15","college",5,"2",3,7,9,0,80,"Nervous"
"Female","Female","No","Medium City","White","Christian",2,25,3.8,2,3,0,0,"still waiting","high school",5,"1",10,5,4,15,0,"Nervous"
"Female","Female","No","Big City Subrub","Hispanic","Other Religion",4,28,3.2,0,0,0,1,"15","college",10,"4",5,10,8,10,20,"No Idea"
"Male","Male","Yes","Small Town","Hispanic","Jewish",2,27,3.1,17,17,16,22,"6","high school",17,"3",49,2,5,45,80,"Nervous"
"Male","Male","Yes","Small Town","White","Christian",7,25,3,2,10,0,0,"18","college",2,"3",4,5,8,0,80,"Grad School"
"Male","Male","No","Big City","Asian","Agnostic",2,36,3.7,0,0,0,0,"still waiting","high school",4,"10 or more",5,6,5,0,100,"Some Idea"
"Female","Female","Yes","Big City Subrub","White","Christian",1,30,3.8,12,15,3,2,"14","middle school",0,"3",4,9,9,0,20,"No Idea"
"Male","Male","No","Big City","Black","Agnostic",0,26,2.5,0,0,1,0,"12","college",1,"1",2,9,9,10,0,"No Idea"
"Male","Male","No","Big City Subrub","Asian","Christian",7,30,3.7,2,2,0,1,"still waiting","middle school",1,"3",5,3,9,0,50,"Nervous"
"Female","Female","No","Medium City","White","Christian",8,28,3.7,0,0,0,0,"still waiting","high school",4,"2",5,6,10,5,100,"Some Idea"
