"gender","genderID","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","favLifePeriod","callParents","socialMedia","texts","goodOrWell","expectedIncome","indepVsRespect","curiosityVsManners","selfRelianceVsObedience","considerateVsWellBehaved","primary","president","liberal","politicalParty","gradeVsLearning","parentRelationship","workHr","tuition","career","section"
"Male","Male","No","Small Town","White","Agnostic",1,22,3.3,12,8,2,3,"13","high school",1,"5",4,6,120,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",5,"Other",6,10,0,20,6,"L1"
"Male","Male","No","Big City Subrub","White","Religious but not one of the above",7,32,3.6,10,5,0,0,"still waiting","kindergarten",3,"1",5,0,80,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Green",3,7,10,100,0,"L1"
"Female","Female","No","Medium City","Other","Christian",8,26,3.2,3,4,1,2,"15","college",4,"7",10,6,150,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",9,"Republican",5,9,15,100,8,"L1"
"Female","Female","No","Medium City","White","Christian",6,26,3,0,0,0,0,"still waiting","kindergarten",2,"5",4,0,30,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",3,"Democratic",2,1,0,80,5,"L1"
"Male","Male","No","Big City","Asian","Christian",0,28,3.2,1,2,0,0,"still waiting","college",2,"1",3,8,100,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",5,8,0,100,0,"L1"
"Female","Female","No","Big City Subrub","White","Christian",7,26,3.6,7,0,2,1,"13","high school",4,"3",4,4,90,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Democratic",8,8,0,80,10,"L1"
"Male","Male","No","Small Town","White","Christian",3,26,3.8,0,0,0,1,"15","high school",2,"4",3,7,300,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Gary Johnson",3,"Democratic",4,8,20,100,2,"L1"
"Male","Male","Yes","Big City Subrub","Hispanic","Atheist",2,28,4,11,16,12,4,"12","high school",7,"3",4,1,70,"independence","curiosity","self-reliance","being considerate","Unsure","Unsure",3,"Libertarian",8,9,0,90,1,"L1"
"Female","Female","Yes","Big City Subrub","White","Religious but not one of the above",5,30,2,8,10,1,0,"16","college",25,"4",6,5,80,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",4,"Democratic",4,8,40,30,10,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",5,24,3.6,3,6,2,1,"14","high school",4,"3",4,6,80,"respect for their elders","good manners","obedience","being considerate","Bernie Sanders","Hillary Clinton",4,"Democratic",6,8,0,10,5,"L1"
"Female","Female","No","Big City","White","Christian",6,25,3,12,6,3,1,"16","high school",7,"2",5,7,30,"respect for their elders","curiosity","self-reliance","being considerate","Unsure","Unsure",5,"Democratic",7,7,5,80,7,"L1"
"Female","Female","No","Big City Subrub","White","Christian",9,28,4,0,0,0,0,"still waiting","high school",5,"3",3,1,60,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Jill Stein",4,"Democratic",2,9,5,0,10,"L1"
"Male","Male","No","Big City Subrub","White","Christian",8,30,3.7,4,0,0,0,"17","college",3,"1",4,3,100,"independence","curiosity","self-reliance","being considerate","Ted Cruz","Other",7,"Other",5,7,10,70,3,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",4,28,3.7,0,0,0,0,"13","kindergarten",7,"2",5,4,80,"independence","good manners","self-reliance","well-behaved","Hillary Clinton","Hillary Clinton",8,"Democratic",7,10,0,40,5,"L1"
"Female","Other","No","Big City Subrub","White","Agnostic",1,30,4,0,0,1,1,"17","lower grades",1,"4",3,5,85,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",4,8,0,100,9,"L1"
"Female","Female","No","Big City","Asian","Christian",1,29,3.4,0,0,0,1,"18","college",3,"2",5,9,24,"independence","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",3,"Other",3,8,15,100,6,"L1"
"Female","Female","No","Small Town","White","Agnostic",0,19,3.4,2,3,11,3,"14","college",2,"3",4,5,75,"independence","good manners","self-reliance","being considerate","Other","Gary Johnson",5,"Green",5,10,25,90,7,"L1"
"Female","Female","No","Big City Subrub","White","Christian",9,30,4,10,0,0,1,"still waiting","high school",5,"4",10,5,90,"respect for their elders","good manners","obedience","well-behaved","Donald Trump","Donald Trump",10,"Republican",2,9,20,50,7,"L1"
"Male","Male","No","Medium City","Black","Christian",10,25,3,8,0,0,1,"17","college",14,"10 or more",3,5,99999,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",5,"Other",10,10,20,0,0,"L1"
"Male","Male","Yes","Big City Subrub","White","Christian",3,31,3.8,20,25,3,1,"14","college",2,"1",10,10,300,"respect for their elders","good manners","self-reliance","well-behaved","Donald Trump","Donald Trump",7,"Republican",5,8,0,80,8,"L1"
"Female","Female","No","Big City","White","Christian",7,31,3.5,12,6,1,1,"15","high school",3,"2",7,4,100,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",3,7,5,100,6,"L1"
"Female","Female","No","Big City Subrub","White","Christian",7,30,3.7,8,0,0,0,"18","lower grades",2,"4",4,5,70,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Democratic",5,7,0,0,5,"L1"
"Male","Male","No","Medium City","White","Agnostic",2,30,3.7,0,0,0,1,"15","college",5,"4",3,0,75,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",7,8,5,40,6,"L1"
"Male","Male","No","Medium City","Asian","Agnostic",5,33,4,1,0,0,0,"still waiting","middle school",5,"2",10,4,500,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Other",5,"Other",5,9,0,100,3,"L1"
"Female","Female","No","Small Town","White","Christian",2,25,3.9,8,7,4,2,"12","high school",3,"2",3,6,125,"respect for their elders","good manners","self-reliance","being considerate","Donald Trump","Donald Trump",5,"Republican",8,8,0,50,6,"L1"
"Female","Female","Yes","Big City Subrub","White","Religious but not one of the above",4,19,3.5,5,9,10,0,"16","college",2,"4",3,8,100,"independence","good manners","self-reliance","well-behaved","Unsure","Hillary Clinton",4,"Democratic",3,8,0,0,5,"L1"
"Male","Female","Yes","Big City","Black","Jewish",0,12,4,25,45,49,19,"3","lower grades",7,"0",44,1,1,"independence","good manners","self-reliance","being considerate","Hillary Clinton","Donald Trump",2,"Independent",2,3,15,30,0,"L1"
"Female","Female","No","Big City","Asian","Atheist",2,31,3.7,0,0,0,2,"18","kindergarten",5,"2",2,1,66,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Donald Trump",2,"Other",8,10,0,40,5,"L1"
"Female","Female","Yes","Big City Subrub","Hispanic","Atheist",0,25,4,9,14,1,2,"14","high school",1,"2",7,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",0,6,0,100,4,"L1"
"Male","Male","No","Big City","Black","Agnostic",2,30,4,3,0,0,1,"18","lower grades",5,"8",8,5,200,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Other",5,"Other",9,5,0,0,5,"L1"
"Female","Female","Yes","Big City Subrub","White","Christian",6,29,3.6,5,6,0,0,"18","college",19,"4",5,6,155,"independence","good manners","self-reliance","being considerate","Marco Rubio","Donald Trump",7,"Republican",5,8,0,90,6,"L1"
"Female","Female","No","Big City Subrub","Black","Christian",5,19,3.5,0,0,0,1,"15","high school",4,"3",3,8,90,"independence","curiosity","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",8,"Democratic",6,9,0,10,8,"L1"
"Female","Female","No","Big City Subrub","White","Christian",5,29,3.7,18,12,14,0,"15","high school",3,"4",4,4,85,"respect for their elders","good manners","obedience","well-behaved","Unsure","Unsure",5,"Democratic",0,8,0,0,8,"L1"
"Female","Female","No","Big City Subrub","White","Christian",3,28,4,10,9,1,1,"13","high school",7,"2",3,6,90,"respect for their elders","good manners","obedience","well-behaved","Unsure","Donald Trump",5,"Republican",5,10,0,100,10,"L1"
"Female","Female","No","Big City Subrub","White","Christian",7,34,4,5,10,0,0,"15","college",7,"2",3,5,80,"respect for their elders","curiosity","self-reliance","being considerate","John Kacich","Donald Trump",6,"Republican",5,10,20,90,4,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",5,23,3.6,8,10,3,1,"13","high school",7,"2",10,5,70,"independence","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",0,7,5,100,5,"L1"
"Male","Male","Yes","Big City","White","Christian",6,27,2.5,6,20,0,0,"16","college",3,"2",7,4,250,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",8,"Republican",3,9,15,70,5,"L1"
"Female","Female","No","Big City","Black","Christian",3,21,3.7,1,0,0,1,"12","lower grades",7,"4",2,8,80,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",0,"Democratic",2,9,0,10,8,"L1"
"Female","Female","No","Big City Subrub","Hispanic","Christian",8,32,3.5,0,0,0,0,"still waiting","high school",2,"8",3,5,47,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",3,8,0,10,0,"L1"
"Male","Male","No","Big City","Black","Religious but not one of the above",4,22,3.5,2,0,2,1,"12","college",1,"1",3,10,500,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",5,"Democratic",8,10,0,100,7,"L1"
"Female","Female","Yes","Big City Subrub","White","Agnostic",0,23,3.6,12,12,1,1,"15","middle school",4,"3",5,3,43,"respect for their elders","good manners","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",2,"Democratic",5,9,0,90,2,"L1"
"Female","Female","No","Big City Subrub","White","Christian",7,27,3.6,6,2,0,0,"17","college",4,"3",10,5,90,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",4,9,0,90,3,"L1"
"Female","Female","No","Big City Subrub","White","Agnostic",1,33,3.7,3,3,1,1,"17","high school",1,"3",6,2,80,"respect for their elders","good manners","obedience","well-behaved","Bernie Sanders","Hillary Clinton",2,"Democratic",3,9,0,100,9,"L1"
"Female","Female","No","Big City Subrub","Asian","Atheist",0,25,2.3,0,0,11,1,"15","lower grades",1,"10 or more",10,0,80,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",5,"Democratic",5,10,0,100,7,"L1"
"Male","Male","No","Big City Subrub","Black","Christian",1,26,3.5,0,0,0,1,"18","college",2,"1",2,8,60,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",3,"Democratic",3,9,0,90,3,"L1"
"Male","Male","No","Medium City","Other","Buddhist",0,25,3.2,1,0,0,1,"17","college",1,"0",2,3,80,"respect for their elders","good manners","self-reliance","being considerate","Bernie Sanders","Other",0,"Independent",9,7,0,70,2,"L1"
"Female","Female","No","Medium City","Hispanic","Christian",6,28,2.7,8,10,11,3,"17","college",5,"2",4,3,100,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Donald Trump",5,"Other",8,7,20,10,9,"L1"
"Male","Male","No","Medium City","Hispanic","Agnostic",0,18,3.6,10,16,0,5,"15","college",3,"3",5,5,110,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Jill Stein",0,"Green",7,5,0,30,0,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",2,27,3.2,8,8,12,0,"18","kindergarten",2,"9",4,5,50,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Democratic",5,8,15,100,7,"L1"
"Male","Male","Yes","Big City Subrub","White","Jewish",7,26,3.6,20,30,10,0,"16","college",2,"2",10,7,200,"independence","curiosity","obedience","being considerate","Hillary Clinton","Gary Johnson",7,"Republican",5,6,0,50,4,"L1"
"Female","Female","No","Big City Subrub","Black","Religious but not one of the above",6,29,3.6,4,1,0,1,"13","high school",4,"3",5,2,80,"independence","curiosity","self-reliance","being considerate","Unsure","Hillary Clinton",1,"Independent",5,4,15,100,3,"L1"
"Female","Female","No","Big City Subrub","Hispanic","Christian",7,24,3.2,0,0,1,2,"16","high school",5,"10 or more",2,5,75,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",1,"Democratic",5,8,0,0,7,"L1"
"Female","Female","No","Big City Subrub","White","Jewish",5,29,3.5,8,20,2,1,"12","high school",7,"10 or more",10,3,100,"respect for their elders","curiosity","self-reliance","being considerate","Hillary Clinton","Hillary Clinton",3,"Democratic",8,8,0,100,7,"L1"
"Male","Male","No","Big City Subrub","Asian","Atheist",0,28,3.5,6,10,0,0,"still waiting","college",1,"1",4,0,50,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",0,"Independent",5,8,10,0,8,"L1"
"Female","Female","No","Big City Subrub","Black","Christian",6,26,3,2,0,0,0,"14","college",5,"5",3,7,500,"independence","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",5,7,20,50,7,"L1"
"Male","Male","No","Small Town","White","Agnostic",0,32,2.2,0,0,1,1,"16","high school",4,"1",6,7,65,"independence","curiosity","self-reliance","well-behaved","Donald Trump","Donald Trump",5,"Other",6,7,10,0,1,"L1"
"Male","Male","No","Big City Subrub","Hispanic","Christian",3,27,3.5,8,10,5,2,"15","college",7,"5",6,5,150,"independence","curiosity","self-reliance","being considerate","John Kacich","Hillary Clinton",3,"Independent",0,8,0,60,6,"L1"
"Female","Female","No","Medium City","Hispanic","Religious but not one of the above",2,24,4,0,0,1,1,"13","high school",3,"3",4,8,125,"independence","good manners","obedience","well-behaved","Hillary Clinton","Hillary Clinton",5,"Independent",0,9,0,50,8,"L1"
"Female","Female","No","Big City Subrub","Asian","Hindu",6,24,3.5,10,20,0,1,"17","high school",12,"10 or more",7,5,100,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Hillary Clinton",3,"Democratic",2,9,0,40,5,"L1"
"Female","Female","No","Big City","White","Religious but not one of the above",6,26,3.2,18,0,0,0,"20","high school",4,"3",4,9,50,"independence","good manners","self-reliance","well-behaved","Bernie Sanders","Hillary Clinton",1,"Democratic",1,6,0,100,9,"L1"
"Male","Male","No","Small Town","White","Jewish",1,29,3.9,34,16,17,2,"4","lower grades",3,"1",2,3,4000,"independence","curiosity","self-reliance","being considerate","Other","Hillary Clinton",2,"Democratic",2,2,15,30,1,"L1"
"Male","Male","No","Big City Subrub","White","Atheist",0,23,3.4,2,5,11,4,"16","high school",3,"10 or more",5,9,115,"respect for their elders","curiosity","self-reliance","well-behaved","Donald Trump","Gary Johnson",8,"Libertarian",3,10,0,0,3,"L1"
"Male","Male","No","Small Town","White","Christian",8,23,3.3,0,0,0,0,"still waiting","middle school",6,"2",2,5,60,"independence","curiosity","self-reliance","being considerate","Donald Trump","Donald Trump",9,"Republican",3,9,5,0,6,"L1"
"Female","Female","Yes","Big City","Hispanic","Atheist",0,19,3.2,0,0,2,1,"16","high school",1,"4",4,0,60,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Unsure",0,"Democratic",8,7,20,0,9,"L1"
"Female","Female","No","Big City Subrub","White","Christian",1,26,4,10,8,7,2,"15","high school",4,"3",5,6,100,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",7,"Republican",6,8,15,100,8,"L1"
"Female","Female","No","Big City Subrub","Other","Christian",6,29,3,9,12,0,0,"22","college",10,"2",3,5,90,"independence","curiosity","self-reliance","being considerate","John Kacich","Unsure",7,"Independent",9,10,0,0,4,"L1"
"Female","Female","No","Medium City","White","Christian",7,28,4,17,30,1,0,"14","college",12,"1",10,5,150,"respect for their elders","good manners","self-reliance","being considerate","Unsure","Unsure",3,"Democratic",6,8,0,40,7,"L1"
"Female","Female","No","Big City Subrub","White","Christian",7,26,3.5,8,8,1,1,"14","middle school",4,"3",8,3,90,"independence","good manners","self-reliance","being considerate","Bernie Sanders","Unsure",5,"Democratic",8,7,25,50,7,"L1"
"Female","Female","No","Big City","Black","Religious but not one of the above",7,25,4,10,0,0,0,"13","high school",3,"10 or more",0,10,73,"respect for their elders","curiosity","self-reliance","being considerate","Bernie Sanders","Other",5,"Democratic",5,7,0,0,8,"L1"
