"gender","genderID","ethnicity","citizen","Muslim","religious","conservative_self","conservative_parents","sexualOrientation","familyKnowsSexualOrientation","age_sexualOrientation","changeSexualOrientation","sameSexExperience","dateTransgender","MFS_self","MFS_present","MFS_attraction","gayFeelings","lesbianFeelings","sexPartners","relationship","sexInSeriousRelationship","seriousSex","sexBeforeMarriage","children","abortion","bed","birthMonth","TProll","TPconfig","foodPreference","burgers","innocentVsGuility","sexVsLove","attendance","version"
"Female","Female","Black","Yes","No",5,0,0,"straight","Yes",14,"No","No","No",10,4,0,6,0,4,1,4,5,"Yes - I already have",3,"Always Legal","No","July","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","White","Yes","Yes",1,5,4,"straight","Yes",5,"No","No","No",2,2,8,0,0,3,3,9,3,"Yes - I already have",3,"Always Legal","No","November","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",2
"Male","Male","Asian","No","No",5,1,1,"straight","Yes",12,"No","No","No",2,1,10,3,3,3,2,7,5,"Yes - I already have",2,"Neutral","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Male","Male","Hispanic","Yes","No",0,6,8,"straight","Yes",3,"No","No","No",2,1,7,0,0,10,2,8,0,"Yes - I already have",4,"Legal most of the time","Yes","May","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",8,7,5,"straight","Yes",5,"No","No","No",10,7,0,0,0,4,1,7,6,"Yes - I already have",4,"Always Legal","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","funeral",2
"Female","Female","Asian","Yes","No",10,7,8,"straight","Yes",6,"No","No","No",9,8,3,7,7,0,0,10,10,"No",3,"Neutral","Yes","March","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Asian","Yes","No",7,4,9,"bi","No",16,"No","No","Yes",9,8,2,0,0,23,1,7,3,"Yes - I already have",2,"Always Legal","No","September","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",7,5,5,"straight","Yes",9,"No","No","No",10,9,0,0,0,50,2,10,0,"Yes - I already have",9,"Neutral","No","August","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",5,7,5,"straight","Yes",8,"No","No","No",9,8,3,2,4,0,0,5,8,"Unsure",3,"Legal most of the time","Yes","February","Under","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",4,1,1,"straight","Yes",11,"Yes","No","No",5,5,3,0,0,0,0,7,6,"Yes - I would",0,"Always Legal","No","November","Under","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","wedding",1
"Female","Female","Asian","Yes","No",1,5,3,"straight","Yes",18,"No","No","No",3,0,3,0,1,0,0,0,10,"No",2,"Always Legal","No","February","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",1
"Male","Male","Asian","Yes","No",0,5,7,"straight","Yes",4,"No","No","No",0,2,8,6,0,4,1,9,3,"Yes - I already have",2,"Always Legal","Yes","January","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","White","Yes","Yes",7,7,4,"straight","Yes",10,"No","No","No",1,1,10,0,0,5,2,8,8,"Yes - I already have",0,"Neutral","Yes","December","No preference","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","Black","Yes","No",5,1,3,"bi","Some do",16,"No","Yes","Yes",8,7,5,0,0,0,0,7,8,"Yes - I would",3,"Always Legal","No","August","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Asian","Yes","Uncertain",4,2,4,"straight","Yes",16,"No","Yes","Yes",6,8,3,0,0,8,4,6,5,"Yes - I already have",4,"Always Legal","No","July","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","Asian","Yes","No",0,8,9,"straight","Yes",2,"No","No","No",0,0,8,9,0,0,0,8,8,"Yes - I would",2,"Always Legal","Yes","February","Over","WAD","Burger King","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",2,5,2,"straight","Yes",2,"No","No","No",4,3,9,1,1,2,1,3,7,"Yes - I already have",2,"Always Legal","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",6,6,7,"straight","Yes",5,"No","No","No",8,10,0,5,5,0,0,7,9,"Yes - I would",2,"Neutral","No","November","Over","WAD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",5,2,7,"straight","Yes",10,"No","No","No",7,5,2,0,0,1,1,7,7,"Yes - I already have",2,"Always Legal","No","February","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",2,0,4,"straight","Yes",2,"No","No","Yes",8,8,2,0,0,0,0,7,7,"Yes - I would",3,"Always Legal","Yes","September","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","No",6,6,10,"straight","Yes",5,"No","No","No",8,8,1,5,5,0,1,7,10,"No",3,"Illegal most of the time","No","February","Over","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",1
"Male","Male","White","Yes","No",7,8,8,"straight","Yes",2,"No","No","No",1,1,9,5,5,0,1,5,5,"Yes - I would",3,"Illegal most of the time","No","December","Over","WAD","Burger King","Burger King","Guilty Free","No Love","wedding",1
"Female","Female","Asian","No","Uncertain",7,4,4,"bi","No",17,"No","No","Yes",5,8,6,1,2,0,0,8,10,"No",1,"Neutral","No","June","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Love","funeral",1
"Male","Male","White","Yes","Uncertain",0,5,0,"straight","Yes",2,"No","No","No",0,0,10,0,0,5,1,10,10,"Yes - I already have",2,"Always Legal","Yes","October","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Male","Male","White","Yes","No",0,2,3,"straight","Yes",2,"No","No","No",0,2,10,0,0,1,0,10,2,"Yes - I already have",0,"Always Legal","Yes","December","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","Hispanic","Yes","No",5,5,6,"straight","Yes",10,"No","Yes","Yes",8,5,3,0,0,0,0,7,10,"Yes - I would",3,"Neutral","No","May","Over","FOLD","Burger King","Burger King","Innocent Executed","No Love","wedding",2
"Female","Female","Asian","No","No",5,6,6,"straight","Yes",18,"Yes","No","No",8,7,9,0,0,0,0,9,8,"Unsure",0,"Neutral","No","September","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","funeral",2
"Female","Female","Asian","Yes","No",4,3,5,"straight","Yes",6,"No","No","Yes",8,8,4,0,0,0,0,4,4,"Yes - I would",2,"Always Legal","No","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",1
"Female","Female","Black","Yes","No",7,5,6,"straight","Yes",12,"Yes","Yes","Yes",5,5,5,0,0,3,2,6,8,"Yes - I would",3,"Always Legal","Yes","January","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","Yes",2,4,7,"straight","Yes",2,"Yes","No","No",9,9,0,0,0,3,3,8,1,"Yes - I already have",2,"Always Legal","No","September","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",8,5,9,"straight","Yes",11,"No","No","No",10,10,0,0,0,1,1,7,10,"Yes - I already have",2,"Always Legal","Yes","September","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Asian","No","Uncertain",9,5,5,"straight","Yes",16,"No","Yes","No",7,7,2,7,7,0,0,8,10,"No",2,"Legal most of the time","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","Yes",5,5,5,"straight","Yes",10,"No","No","No",7,5,0,5,5,1,3,6,4,"Yes - I would",2,"Illegal most of the time","No","August","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Male","Male","Other","Yes","No",0,0,6,"straight","Yes",5,"Yes","No","Yes",7,9,10,0,0,2,1,5,10,"Yes - I already have",0,"Always Legal","No","March","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Male","Male","Asian","No","Yes",4,7,7,"straight","Yes",13,"No","No","No",4,3,8,8,7,0,0,3,8,"No",2,"Illegal most of the time","Yes","November","Under","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",1
"Female","Female","White","Yes","No",3,5,7,"straight","Yes",2,"No","No","No",10,10,0,7,9,2,1,7,5,"Yes - I already have",2,"Always Legal","No","April","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","No",3,3,5,"straight","Yes",3,"No","No","No",7,7,3,0,0,0,0,8,8,"Yes - I would",3,"Legal most of the time","Yes","November","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",4,3,8,"bi","Some do",19,"Yes","Yes","No",8,8,6,0,0,7,1,8,7,"Yes - I already have",4,"Legal most of the time","No","December","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Male","Male","Asian","No","Yes",0,7,7,"straight","Yes",10,"No","No","No",3,4,7,3,7,0,1,5,5,"Unsure",2,"Illegal most of the time","No","April","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","White","Yes","No",0,3,9,"straight","Yes",2,"No","Yes","No",10,8,4,0,0,1,0,7,10,"Yes - I already have",0,"Always Legal","No","September","No preference","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","Asian","No","No",1,3,5,"straight","Yes",8,"Yes","No","No",5,6,1,5,5,3,2,6,5,"Yes - I would",2,"Always Legal","Yes","April","No preference","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","Hispanic","Yes","No",10,5,5,"straight","Yes",5,"No","No","No",9,9,0,10,10,0,0,9,10,"No",6,"Always Legal","No","August","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",0,0,5,"straight","Yes",6,"Yes","No","No",7,7,4,0,0,1,1,7,5,"Yes - I already have",2,"Legal most of the time","No","August","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",1
"Female","Female","White","Yes","No",5,5,5,"straight","Yes",7,"No","Yes","No",7,8,0,2,2,0,0,7,6,"Yes - I would",3,"Always Legal","Yes","February","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","No","No",9,4,3,"straight","Yes",11,"Yes","No","No",3,5,1,0,0,0,1,8,8,"Yes - I already have",2,"Always Legal","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Male","Male","Black","Yes","Uncertain",7,5,5,"straight","Some do",10,"No","No","No",0,0,10,5,5,1,4,7,7,"Yes - I already have",2,"Neutral","No","June","No preference","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",2
"Male","Male","Other","Yes","No",5,4,1,"straight","Yes",11,"No","No","No",1,0,8,10,5,1,1,2,10,"Yes - I already have",3,"Neutral","Yes","September","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","Black","Yes","No",7,0,4,"straight","Yes",2,"No","No","No",7,5,1,0,0,0,1,5,4,"Yes - I would",3,"Always Legal","No","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","Asian","Yes","No",5,3,5,"straight","Yes",13,"No","No","Yes",3,1,8,0,0,0,0,5,7,"Unsure",2,"Neutral","Yes","August","No preference","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","Other","Yes","No",0,1,3,"bi","No",17,"No","Yes","Yes",2,2,6,0,0,9,4,9,3,"Yes - I already have",2,"Always Legal","Yes","February","Over","FOLD","Burger King","Burger King","Guilty Free","No Love","wedding",2
"Female","Female","Other","Yes","No",2,0,4,"gay/lesbian","Yes",11,"No","No","Yes",8,6,8,0,0,0,0,1,8,"Yes - I would",4,"Always Legal","No","July","No preference","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","No","Uncertain",8,5,8,"straight","Yes",15,"No","No","No",3,3,2,2,2,2,3,8,5,"Yes - I already have",2,"Neutral","No","October","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Male","Male","Hispanic","Yes","No",0,3,4,"straight","Yes",2,"No","No","No",5,5,5,0,0,1,1,7,7,"Yes - I already have",3,"Legal most of the time","No","January","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",7,5,7,"straight","Yes",16,"No","No","No",8,7,1,0,0,0,1,5,9,"Unsure",4,"Illegal most of the time","No","June","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","Uncertain",4,8,2,"straight","Yes",2,"No","Yes","No",5,7,3,0,0,10,2,7,5,"Yes - I already have",0,"Always Legal","No","February","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",1
"Male","Male","Hispanic","Yes","No",1,5,7,"straight","Yes",2,"No","No","No",0,0,10,10,1,1,0,10,0,"Yes - I already have",4,"Illegal most of the time","No","May","Over","FOLD","Mcdonalds","Burger King","Guilty Free","No Sex","funeral",2
"Male","Male","Asian","No","Uncertain",7,6,8,"straight","Yes",15,"Yes","No","No",2,3,9,5,5,0,0,7,9,"Unsure",2,"Neutral","Yes","May","No preference","WAD","Burger King","Mcdonalds","Guilty Free","No Love","wedding",1
"Female","Female","Other","Yes","No",8,4,5,"straight","Yes",13,"No","No","No",10,10,1,0,0,2,3,5,8,"Yes - I already have",3,"Always Legal","Yes","May","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","Asian","No","No",0,9,7,"straight","Yes",17,"Yes","No","Yes",4,7,5,0,0,0,1,5,3,"No",3,"Always Legal","Yes","April","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Male","Male","Asian","Yes","No",5,4,4,"straight","Yes",7,"No","No","No",0,0,8,0,0,1,0,8,9,"Yes - I would",2,"Always Legal","Yes","October","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","funeral",2
"Female","Female","White","Yes","No",0,2,2,"straight","Yes",7,"No","No","No",6,6,3,0,0,9,3,8,9,"Yes - I already have",0,"Legal most of the time","Yes","August","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",6,0,0,"straight","Yes",2,"No","No","No",10,10,0,10,10,1,1,5,5,"Yes - I already have",2,"Always Illegal","No","December","Under","WAD","Burger King","Mcdonalds","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",0,1,6,"straight","Yes",13,"Yes","No","Yes",5,5,5,0,0,0,0,0,6,"Yes - I would",3,"Always Legal","No","August","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","Uncertain",5,5,7,"straight","Yes",7,"No","No","Yes",8,7,4,0,0,0,3,2,7,"No",2,"Legal most of the time","Yes","January","Over","FOLD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","Black","Yes","No",6,4,7,"bi","Some do",15,"No","Yes","No",8,9,3,0,0,7,3,10,5,"Yes - I already have",4,"Always Legal","No","April","Under","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","White","Yes","Uncertain",8,7,10,"straight","Yes",2,"No","No","No",9,9,0,0,0,3,2,4,8,"Yes - I already have",3,"Legal most of the time","No","October","Over","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","funeral",2
"Male","Male","Other","Yes","Yes",0,5,5,"straight","Yes",2,"No","No","Yes",3,3,3,4,8,1,1,10,10,"Yes - I already have",3,"Always Legal","Yes","June","Over","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Love","wedding",2
"Female","Female","Black","Yes","No",9,3,5,"straight","Yes",10,"No","No","No",5,5,0,6,6,0,0,5,5,"No",6,"Always Illegal","No","November","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Female","Female","Asian","No","Yes",0,4,1,"straight","Yes",9,"No","No","No",5,7,2,3,6,2,1,8,8,"Yes - I already have",3,"Illegal most of the time","No","January","Under","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","Other","Yes","No",1,2,5,"straight","Yes",2,"No","No","No",2,2,6,0,0,5,3,6,6,"Yes - I already have",2,"Always Legal","No","July","No preference","WAD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Male","Male","Black","Yes","No",7,6,1,"straight","Yes",2,"No","No","No",0,1,9,5,2,3,2,6,3,"Yes - I already have",4,"Neutral","Yes","January","Under","FOLD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",2
"Female","Female","White","Yes","Uncertain",6,5,9,"straight","Yes",2,"No","No","No",8,7,3,0,0,1,3,8,10,"Yes - I already have",3,"Illegal most of the time","No","February","Over","WAD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","Yes","No",5,3,6,"straight","Yes",8,"No","No","No",1,2,8,0,0,3,2,5,6,"Yes - I already have",3,"Legal most of the time","No","December","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Love","wedding",2
"Female","Female","White","Yes","Uncertain",2,5,7,"straight","Yes",5,"No","No","No",8,8,2,0,0,1,1,6,7,"Yes - I already have",3,"Always Legal","Yes","April","Under","WAD","Mcdonalds","Burger King","Innocent Executed","No Sex","wedding",2
"Female","Female","White","Yes","No",0,0,3,"bi","Yes",16,"No","Yes","Yes",5,5,4,0,0,8,3,10,2,"Yes - I already have",2,"Always Legal","No","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Love","funeral",1
"Female","Female","Black","Yes","No",7,2,6,"straight","Yes",6,"No","No","No",10,10,0,5,5,0,0,5,10,"No",2,"Always Legal","Yes","May","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","funeral",2
"Female","Female","Other","Yes","No",6,0,0,"straight","Yes",13,"No","No","No",10,10,1,3,0,2,1,0,10,"Yes - I already have",2,"Legal most of the time","No","July","Over","FOLD","Burger King","Mcdonalds","Innocent Executed","No Sex","funeral",2
"Female","Female","Asian","Yes","No",8,7,10,"straight","Yes",4,"No","No","No",10,9,1,10,10,0,0,0,0,"No",4,"Neutral","No","August","Under","FOLD","Burger King","Burger King","Guilty Free","No Sex","wedding",2
"Male","Male","White","No","No",0,2,4,"straight","No",16,"No","No","No",2,3,8,1,1,0,0,8,8,"Unsure",2,"Always Legal","No","August","Over","FOLD","Burger King","Burger King","Innocent Executed","No Sex","wedding",1
"Female","Female","White","Yes","No",7,2,4,"straight","Yes",7,"No","No","No",1,5,0,5,5,10,2,10,0,"Yes - I already have",3,"Always Legal","No","April","No preference","WAD","Burger King","Burger King","Innocent Executed","No Sex","funeral",2
"Female","Female","White","Yes","No",0,1,3,"straight","Yes",7,"No","No","No",9,9,2,0,0,1,1,7,2,"Yes - I already have",2,"Always Legal","No","July","Over","WAD","Mcdonalds","Burger King","Guilty Free","No Sex","wedding",1
"Female","Female","Asian","No","No",0,3,5,"straight","Yes",6,"No","No","No",0,0,10,9,10,0,2,6,10,"Yes - I would",2,"Legal most of the time","No","December","Over","FOLD","Mcdonalds","Mcdonalds","Guilty Free","No Sex","wedding",2
"Female","Female","Black","Yes","No",0,4,2,"straight","Yes",10,"No","Yes","No",5,5,3,0,0,9,3,9,7,"Yes - I already have",0,"Always Legal","No","November","Under","FOLD","Mcdonalds","Mcdonalds","Innocent Executed","No Sex","wedding",2
