"gender","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","vote","politicalParty","president","workHr","tuition"
"female","no","big city suburb","Asian","Christian",7,26,3,3,1,0,7,"no",9,7,5,0,7,"Other","Undecided",0,60
"female","no","small town","Mixed","Agnostic",0,28,3.8,0,0,0,0,"yes",2,0,4,5,2,"Other","Not Voting",0,0
"male","no","big city suburb","White","Christian",8,23,3.3,5,5,1,5,"no",8,6,5,5,3,"Republican","Romney",0,0
"male","no","big city suburb","White","Christian",5,32,3.5,8,14,0,5,"no",3,3,5,7,1,"Republican","Romney",0,90
"female","yes","small town","White","Christian",5,22,3.5,10,5,1,6,"no",0,9,6,6,5,"Republican","Romney",5,100
"female","no","big city","Black","Christian",8,20,2.2,0,0,4,10,"no",6,5,5,9,2,"Democrat","Obama",20,0
"female","no","small town","Hispanic","Christian",7,27,2.4,15,10,0,1,"yes",6,5,8,8,5,"Other","Undecided",0,0
"male","no","small town","White","Agnostic",0,31,3.2,6,6,1,5,"no",0,4,9,10,10,"Democrat","Obama",15,80
"female","yes","big city suburb","White","Christian",9,34,4,5,6,0,5,"no",2,9,8,6,10,"Republican","Romney",0,100
"male","yes","big city suburb","White","Jewish",7,31,2.9,3,2,0,0,"no",2,5,4,0,0,"Other","Not Voting",10,90
"male","no","big city suburb","White","Christian",7,29,2.6,5,10,0,6,"no",9,8,10,5,8,"Republican","Romney",0,60
"male","yes","big city suburb","White","Christian",7,30,3.9,5,3,7,8,"no",5,7,5,7,0,"Republican","Not Voting",0,70
"female","no","big city","Hispanic","Christian",7,28,2.4,18,10,17,0,"yes",0,3,5,8,1,"Democrat","Undecided",0,30
"female","yes","big city suburb","Hispanic","Christian",2,23,2.7,16,20,0,0,"no",2,3,6,5,2,"Democrat","Not Voting",15,20
"male","no","big city suburb","White","Atheist",3,32,3.8,12,20,1,3,"no",0,4,5,9,0,"Democrat","Not Voting",0,100
"male","yes","big city suburb","Mixed","Christian",8,28,3.5,15,40,1,10,"no",10,5,6,1,10,"Republican","Romney",0,100
"female","no","small town","White","Christian",9,30,3.5,0,0,0,4,"no",9,7,4,2,7,"Republican","Undecided",30,0
"female","no","big city suburb","Asian","Christian",10,26,2.8,0,0,0,10,"no",5,5,6,6,0,"Other","Not Voting",10,0
"female","no","medium city","White","Christian",7,29,3.9,19,20,1,3,"no",8,2,3,0,7,"Other","Obama",15,70
"female","no","big city suburb","White","Christian",6,29,4,10,5,1,3,"no",4,5,5,8,0,"Other","Not Voting",5,80
"female","no","big city suburb","Black","Christian",7,23,3.1,5,0,8,7,"yes",8,2,7,9,10,"Democrat","Obama",15,0
"female","yes","big city suburb","White","Christian",4,25,3.1,0,0,0,0,"no",5,8,7,5,5,"Republican","Romney",10,0
"female","no","big city suburb","Asian","Christian",10,30,2.8,0,0,1,10,"no",8,8,8,1,0,"Other","Not Voting",0,100
"male","yes","big city suburb","White","Christian",2,26,3.7,15,24,5,0,"no",3,4,7,5,4,"Democrat","Undecided",20,70
"female","no","small town","White","Christian",6,25,3.3,10,4,2,3,"no",3,5,9,7,0,"Other","Not Voting",20,40
"female","no","big city","Black","Christian",6,20,2.8,5,1,1,7,"no",5,4,5,0,10,"Democrat","Obama",20,0
"male","no","medium city","White","Agnostic",1,26,3.2,0,0,0,10,"no",5,2,5,3,10,"Democrat","Obama",0,100
"female","no","big city","White","Christian",5,27,2.6,50,20,4,0,"no",0,5,8,8,7,"Democrat","Undecided",15,90
"female","no","big city","Asian","Christian",10,32,3.6,2,2,0,3,"no",3,4,4,4,6,"Democrat","Undecided",25,100
"female","no","small town","White","Christian",3,28,3.5,10,0,0,0,"no",5,5,8,6,1,"Other","Not Voting",0,60
"female","no","big city suburb","White","Agnostic",1,31,3.7,5,5,0,0,"no",0,2,4,5,10,"Democrat","Obama",0,90
"female","no","big city","Asian","Agnostic",2,28,2.1,5,3,3,5,"no",8,5,5,8,1,"Democrat","Obama",0,90
"female","no","big city","White","Christian",7,29,3.7,3,0,1,2,"no",10,5,5,3,4,"Other","Undecided",0,10
"male","no","medium city","White","Christian",1,26,2.7,12,12,1,5,"no",2,5,3,8,7,"Democrat","Obama",10,30
"male","no","big city suburb","White","Other Religion",2,28,3,14,40,10,0,"no",10,8,5,7,0,"Republican","Not Voting",10,90
"female","yes","big city suburb","White","Jewish",4,29,3.5,3,1,0,0,"no",1,2,6,5,8,"Democrat","Obama",0,100
"female","yes","medium city","White","Christian",5,27,3.6,12,25,2,5,"no",3,5,6,4,8,"Republican","Undecided",5,90
"male","yes","big city suburb","White","Agnostic",2,29,4,8,12,1,1,"no",0,5,6,7,8,"Other","Undecided",0,50
"male","yes","medium city","White","Christian",6,26,3.4,15,15,2,6,"no",7,5,6,4,5,"Democrat","Undecided",0,70
"male","no","big city","White","Christian",6,26,3.2,16,25,1,5,"no",8,7,4,7,8,"Republican","Romney",0,50
"male","no","big city suburb","White","Christian",7,28,3.7,7,15,5,5,"no",3,6,8,8,3,"Other","Undecided",0,0
"male","yes","big city suburb","White","Christian",6,25,3,10,15,2,9,"no",8,7,8,7,10,"Republican","Romney",0,50
"female","yes","big city","Mixed","Christian",6,27,3,24,40,0,0,"no",2,5,6,7,10,"Democrat","Obama",0,60
"male","yes","big city suburb","Asian","Hindu",6,30,3.4,3,3,1,6,"no",4,7,4,9,7,"Democrat","Obama",0,30
"female","yes","big city suburb","White","Agnostic",0,26,3.3,16,24,0,0,"no",1,2,5,7,1,"Democrat","Not Voting",15,70
"female","yes","big city suburb","White","Christian",1,23,3.5,3,20,1,3,"no",3,4,6,4,8,"Republican","Romney",15,100
"female","yes","big city suburb","White","Christian",5,28,3.3,4,20,4,5,"no",8,8,8,7,10,"Republican","Romney",15,100
"female","no","big city suburb","Mixed","Christian",6,21,2.9,2,3,7,0,"yes",6,5,5,0,0,"Other","Not Voting",20,80
"male","no","medium city","White","Christian",5,30,3.9,0,0,0,2,"no",5,7,6,10,10,"Republican","Romney",0,0
"female","no","big city","Black","Other Religion",2,29,3.3,8,4,0,0,"no",2,2,4,5,0,"Other","Not Voting",0,0
"female","no","big city suburb","White","Agnostic",0,32,3.5,2,4,11,0,"yes",0,0,5,5,10,"Democrat","Obama",25,0
"male","no","big city suburb","Asian","Christian",6,22,2.8,4,2,0,5,"no",7,5,8,5,5,"Democrat","Obama",10,80
"male","no","small town","White","Agnostic",0,29,3.9,3,1,0,3,"no",7,5,4,8,7,"Other","Undecided",0,0
"male","yes","big city suburb","White","Christian",6,27,3.2,14,20,0,7,"no",8,10,8,5,5,"Republican","Romney",0,80
"male","no","big city suburb","Asian","Christian",10,29,3.5,0,0,0,6,"no",10,6,5,2,3,"Other","Obama",5,50
"female","no","big city suburb","White","Christian",1,24,3.2,20,18,8,0,"yes",5,5,7,7,0,"Republican","Not Voting",25,90
"female","yes","big city suburb","White","Christian",2,33,3.6,15,25,3,5,"no",8,7,5,7,10,"Republican","Romney",10,30
"female","no","big city suburb","White","Christian",2,26,3,4,4,1,0,"no",8,7,3,3,10,"Republican","Undecided",0,90
"female","no","medium city","Hispanic","Christian",7,31,3.5,4,3,0,8,"no",9,6,7,1,10,"Other","Undecided",0,50
"female","no","big city suburb","Asian","Christian",9,30,3.2,7,8,0,5,"no",10,1,6,5,9,"Democrat","Obama",0,90
"male","yes","medium city","White","Christian",3,33,4,50,30,2,7,"no",0,10,10,8,10,"Republican","Romney",30,70
"female","no","small town","White","Agnostic",0,25,3.8,0,0,1,0,"no",0,7,8,5,10,"Other","Romney",10,10
"male","no","big city","Mixed","Buddhist",6,30,3.7,6,5,0,1,"yes",3,5,6,2,1,"Republican","Not Voting",0,100
"male","yes","medium city","White","Christian",6,28,3.2,25,40,1,10,"no",5,7,6,9,2,"Republican","Romney",15,50
"female","no","medium city","White","Atheist",0,33,3,0,0,0,0,"no",0,0,7,4,5,"Other","Obama",0,90
"female","yes","medium city","White","Christian",6,26,3.7,11,11,5,0,"no",0,2,5,2,5,"Democrat","Undecided",10,20
"male","no","big city suburb","White","Other Religion",8,27,2.8,50,27,10,8,"no",0,4,7,7,10,"Democrat","Obama",10,60
"female","yes","big city suburb","White","Jewish",5,30,3.9,4,3,0,0,"no",0,5,5,0,10,"Other","Romney",0,100
"male","yes","big city suburb","Asian","Hindu",0,31,2.9,3,4,1,5,"no",0,5,9,2,0,"Other","Undecided",0,70
"male","no","small town","Hispanic","Christian",7,24,3.4,8,20,2,7,"no",6,2,7,7,5,"Democrat","Obama",5,60
"male","no","big city suburb","Asian","Christian",8,25,2.7,0,2,1,10,"no",8,8,8,7,6,"Republican","Obama",0,50
"female","yes","big city","White","Agnostic",0,26,3.6,7,4,2,9,"no",0,3,3,3,6,"Other","Undecided",5,20
"female","no","small town","White","Christian",8,27,3.7,5,3,0,9,"no",1,8,5,2,0,"Other","Not Voting",0,100
"female","yes","big city suburb","White","Agnostic",1,26,3.5,10,14,2,0,"no",0,1,3,5,10,"Democrat","Obama",0,90
"female","no","big city suburb","White","Christian",7,29,2.8,16,32,4,0,"no",8,10,8,0,10,"Republican","Romney",0,100
"male","no","big city suburb","White","Other Religion",2,27,2.4,50,50,30,0,"no",0,5,5,5,0,"Other","Not Voting",0,0
"female","yes","big city suburb","White","Jewish",7,30,3.7,9,15,1,0,"no",0,3,4,4,9,"Democrat","Obama",0,40
"female","yes","big city suburb","White","Christian",4,28,2.5,3,4,2,0,"no",0,8,4,3,8,"Republican","Romney",0,0
"male","no","big city","White","Christian",5,29,3.6,4,5,0,3,"no",3,4,5,8,5,"Republican","Obama",0,100
"male","no","big city suburb","White","Christian",6,22,2.8,5,10,2,6,"no",8,9,8,6,10,"Republican","Romney",0,40
"female","no","medium city","White","Atheist",0,29,3.8,2,1,4,0,"no",0,0,2,2,10,"Democrat","Obama",5,30
"female","no","big city suburb","White","Christian",4,25,3.2,0,0,5,0,"no",0,4,6,4,6,"Other","Obama",10,40
"female","no","big city suburb","Mixed","Christian",4,28,2.4,3,20,1,0,"no",4,1,1,4,10,"Democrat","Obama",10,0
"female","yes","big city suburb","White","Christian",7,25,3.7,11,12,0,1,"no",2,5,4,1,0,"Other","Not Voting",0,100
"female","yes","big city suburb","White","Christian",1,25,3,8,15,3,8,"no",8,8,7,6,9,"Republican","Romney",0,100
"female","yes","big city suburb","Asian","Agnostic",2,28,2.5,14,10,1,0,"no",4,5,5,5,5,"Democrat","Not Voting",0,100
"female","no","medium city","Asian","Agnostic",2,29,3.3,4,2,0,0,"yes",1,4,5,7,10,"Other","Other",0,100
"male","yes","big city suburb","White","Christian",6,22,3,14,40,9,5,"no",2,5,7,5,6,"Democrat","Undecided",5,90
"female","no","big city suburb","White","Christian",5,24,2.7,0,0,0,7,"no",3,3,5,3,0,"Democrat","Not Voting",5,60
"female","no","medium city","White","Christian",6,25,2.9,0,0,0,5,"no",2,7,6,1,9,"Republican","Romney",10,50
"male","no","big city suburb","Black","Christian",4,25,3.3,7,0,1,0,"no",3,5,4,5,10,"Democrat","Obama",0,100
