"gender","genderID","height","weight","shoeSize","schoolYear","pets","siblings","speed","cash","sleep","shoeNums","ageMother","ageFather","random","love","charity","movie","favTV1","favTV2"
"male","male",68,152,10,"Freshman",2,0,100,200,7.5,5,51,51,9,"few",25,"Star Wars: The Force Awakens","The Office","The Walking Dead"
"female","female",66,145,9,"Freshman",1,2,90,20,6,15,36,39,3,"few",20,"Goodfellas","Family guy","Gossip girl"
"female","female",62,131,7,"Freshman",3,2,30,28,7.5,12,43,45,9,"none",40,"none","It's Always Sunny in Philadelphia","Daria"
"female","female",63,113,5,"Junior",2,8,120,6,8,5,40,46,3,"few",35,"Ride Along 2","Being Mary Jane","Hit The Floor"
"male","male",71,185,11.5,"Freshman",0,1,65,13,7,6,50,55,6,"few",5,"The Martian","One Punch Man","How to get away with murder"
"male","male",70,160,10,"Freshman",0,3,80,0,6,25,46,48,3,"hundreds",50,"""""None""""","regular show","Discovery Channel"
"male","male",69,165,10,"Sophomore",0,0,0,25,6,4,48,48,4,"few",30,"none","Zhaowen Tianxia","Xinwen Lianbo"
"female","female",65,125,7,"Freshman",3,2,100,20,8,30,53,56,6,"few",77,"Sisters","One Tree Hill","Scandal"
"female","female",64,120,6.5,"Freshman",4,3,80,200,8,16,53,55,2,"few",81,"Trainwreck","Friends","Parks and Recreation"
"female","female",62,120,7,"Freshman",3,2,80,60,8,12,49,51,4,"hundreds",75,"The Martian","Friends","Criminal Minds"
"female","female",68,140,9,"Freshman",4,2,40,1,7,11,42,44,6,"few",45,"Every secret thing","Ancient Aliens","Love and Hip Hop Atlanta"
"female","female",66,210,8.5,"Freshman",2,1,50,30,6.5,12,47,46,7,"dozens",75,"Wetlands","Parks and Rec","Peaky Blinders"
"female","female",66,125,8,"Sophomore",5,1,100,70,8,10,58,59,6,"dozens",5,"star wars","the bachelor","dateline"
"female","female",64,120,7,"Freshman",0,0,40,12,7,18,48,50,7,"few",20,"Jane Eyre(2011 Version)","The Newsroom","The Big Bang Theory"
"male","male",71,135,8.5,"Freshman",5,0,0,1,7,19,46,45,4,"dozens",20,"none","cctv5","cctv6"
"female","female",67,140,8.5,"Freshman",5,1,90,0,7.5,10,48,48,8,"dozens",90,"Gone Girl","Law and Order:SVU","Grey's Anatomy"
"male","male",76,215,13,"Freshman",2,2,160,30,7,15,51,52,7,"one",60,"Star Wars","Family Guy","Modern Family"
"male","male",71,300,11,"Sophomore",4,12,60,0,7,10,36,64,8,"few",35,"MAD MAX","NARCOS","ORANGE IS THE NEW BLACK"
"female","female",61,112,5.5,"Freshman",0,1,0,0,7,12,47,48,9,"few",99,"None","Friends","South Park"
"female","female",64,120,7.5,"Freshman",0,1,40,10,6.5,7,46,54,5,"one",50,"Sisters","Modern Family","Friends"
"female","female",67,125,7.5,"Freshman",3,2,95,150,8,25,47,46,7,"few",50,"Inside Out!!!","The Walking Dead","Friends"
"female","female",63,125,6.5,"Freshman",2,2,70,7,6.5,23,53,62,8,"few",45,"none","parks and recreation","one tree hill"
"female","female",61,115,6.5,"Freshman",0,2,115,10,6,13,51,54,6,"thousands",85,"trainwreck","keeping up with the kardashians","Scandal"
"female","female",63,114,6.5,"Freshman",2,1,80,102,7.5,14,63,65,7,"few",75,"It's a beautiful day","Parks and recreation","How I met your mother"
"male","female",70,145,10,"Freshman",0,1,100,300,8.5,5,50,51,6,"one",100,"none","how i met your mother","gotham"
"female","female",60,127,5,"Freshman",15,0,105,35,6,11,44,50,1,"few",50,"none","Parks and Recreation","How I Met Your Mother"
"female","female",67,180,9,"Junior",4,1,60,20,8,10,51,51,7,"hundreds",50,"Lord of the Rings","Sherlock","The Mindy Project"
"female","female",62,106,8,"Freshman",3,1,0,1,6,10,53,52,8,"few",90,"The Forest","How I Met Your Mother","The Big Bang Theory"
"male","male",71,150,11,"Junior",1,2,112,32,6.5,15,55,65,8,"few",20,"Concussion","Argo","The goonies"
"male","male",72,155,9.5,"Freshman",4,3,180,200,7.5,15,38,44,5,"one",50,"Friday","Power","Empire"
"female","female",65,115,8,"Junior",6,1,100,60,7,4,51,50,7,"few",20,"I give my first love to you","Supernatural","Criminal minds"
"female","female",69,140,9.5,"Freshman",0,2,80,35,7,12,52,54,7,"one",50,"Safe Haven","The Bachelor","The Office"
"male","male",73,180,11.5,"Freshman",1,1,95,40,7.5,8,55,58,7,"few",60,"The Revenant","Trailer Park Boys","Pretty Little Liars"
"female","female",62,110,7,"Freshman",1,2,0,20,7,13,56,54,4,"few",40,"Flowers in the Attic","Best Ink","Teen Mom"
"male","male",67,180,10,"Freshman",0,1,120,300,6.5,3,48,52,4,"few",75,"Sicario","The Wire","Weed"
"male","male",65,177,11,"Freshman",4,1,50,150,7.5,7,42,45,6,"few",50,"none","Teen Wolf","Dragon Ball Super/One Punch Man"
"female","female",59,107,4,"Sophomore",0,5,50,0,5.5,4,55,63,6,"one",50,"catch me (korean movie)","Running Man","Return of Superman"
"female","female",65,132,6.5,"Freshman",2,0,60,150,7,30,50,53,8,"dozens",50,"none","none","none"
"female","female",70,215,10,"Sophomore",5,3,80,0,7.5,6,53,55,6,"none",90,"A bout de souffle","Twin Peaks","Gilmore Girls"
"male","male",73,215,11.5,"Freshman",1,3,112,23,7,9,48,48,4,"one",100,"The Revenant","South Park","Parks and Recreation"
"male","male",72,165,10.5,"Freshman",1,1,85,21,6,8,50,50,1,"one",90,"The Revenant","Always Sunny","Luther"
"male","male",80,144,9,"Freshman",0,0,0,0,7,4,46,47,7,"few",12,"none"," none","none"
"female","female",63,100,4,"Freshman",1,0,0,21,7.5,18,44,44,7,"one",10,"The Professional","Running man","Run for time"
"female","female",69,165,9,"Freshman",1,7,45,5,8,15,43,53,7,"one",30,"The Great Debaters","Criminal Minds","American Horror Story"
"female","female",63,112,6.5,"Freshman",1,1,85,30,8,15,52,48,4,"few",50,"none","scandal","jane the virgin"
"male","male",73,185,13,"Freshman",2,3,110,15,8,8,62,56,8,"dozens",60,"Creed","American Horror Story","The Challenge"
"male","male",66,89,8.5,"Sophomore",0,0,0,20,8,6,42,50,2,"few",10,"tales of tales","Gotham City","none"
"female","female",67,117,6.5,"Freshman",0,1,70,80,8,7,50,52,10,"hundreds",100,"trainwreck","snl","criminal minds"
"female","female",66,120,7.5,"Sophomore",6,5,85,6,6,26,41,45,4,"one",75,"The perfect guy","Pretty little liars","Teen titans"
"female","female",69,158,8.5,"Freshman",2,0,0,50,7,11,48,43,9,"few",30,"Harry Potter","Elementary","scorpion"
