"gender","schoolYear","greek","homeTown","ethnicity","religion","religious","ACT","GPA","partyHr","drinks","sexPartners","relationships","firstKissAge","hoursCallParents","socialMedia","Syria","gayMarriage","triedGaySex","abortion","politics","poverty","goodOrWell","parentRelationship","workHr","tuition"
"Female","Junior","Yes","big_city","White","Christian",7,26,2.7,6,10,6,3,"17",3,3,0,10,"No",5,5,5,5,5,0,40
"Female","Junior","No","big_city","Black","Christian",5,19,2.4,1,1,10,3,"16",4,1.5,0,0,"No",9,5,3,0,9,10,0
"Male","Sophomore","Yes","Medium_City","White","Agnostic",1,28,3.6,15,40,8,2,"14",2,1,2,4,"No",2,6,3,5,8,15,80
"Male","Junior","No","suburbs","White","Christian",4,26,2.5,8,7,1,0,"17",2,3,6,3,"No",7,5,5,7,9,0,100
"Male","Senior","No","Medium_City","White","Christian",10,22,3.4,0,1,0,0,"12",1,0.5,0,5,"No",0,5,8,2,9,0,50
"Female","Sophomore","Yes","suburbs","White","Christian",5,29,3.4,6,8,4,2,"14",1,1,0,0,"No",5,6,6,5,10,15,100
"Female","Senior","No","big_city","Black","Christian",0,19,2.8,2,1,0,0,"5",10,7,0,4,"No",4,5,4,2,7,10,0
"Female","Senior","No","suburbs","Hispanic","Agnostic",2,28,3.7,3,1,0,0,"20",5,8,5,0,"Yes",0,3,5,8,8,10,50
"Female","Sophomore","No","suburbs","Black","Agnostic",3,24,2.7,6,7,8,2,"13",14,2,0,0,"No",3,5,5,0,8,0,50
"Male","Sophomore","Yes","big_city","Black","Other",6,24,3.2,6,0,6,2,"14",4,2,8,7,"No",0,9,5,5,10,10,0
"Male","Sophomore","No","big_city","Black","Christian",7,21,2.6,4,1,0,0,"still_waiting",5,0.5,5,10,"No",7,8,8,9,6,15,10
"Female","Sophomore","No","suburbs","White","Christian",2,32,3.8,0,0,1,0,"17",3,1,0,0,"No",1,1,5,9,6,0,100
"Male","Sophomore","Yes","suburbs","White","Atheist",0,29,3.2,6,10,1,1,"16",1,1.5,5,0,"No",0,5,4,5,10,0,100
"Female","Sophomore","No","Medium_City","Asian","Christian",3,25,3.9,0,0,0,0,"still_waiting",1,2.5,5,10,"No",5,5,3,2,8,0,0
"Male","Freshman","No","Small_Town","Asian","Atheist",0,35,3.8,2,0,0,1,"still_waiting",1,7,2,0,"No",1,2,5,3,7,0,100
"Female","Sophomore","Yes","Small_Town","Asian","Agnostic",0,31,4,0,0,1,1,"17",2,3,5,0,"No",0,5,7,5,8,20,30
"Female","Senior","No","suburbs","Asian","Christian",7,25,3.2,0,0,0,0,"still_waiting",0,0,6,7,"No",2,5,7,8,8,0,100
"Male","Sophomore","No","Medium_City","Asian","Buddhist",3,31,3.7,3,3,0,1,"16",1,3,5,2,"No",0,5,5,8,9,5,100
"Female","Sophomore","No","suburbs","White","Atheist",0,28,3.5,13,15,6,1,"15",2,1.5,2,0,"No",0,3,7,5,7,0,70
"Female","Sophomore","No","Medium_City","Asian","Christian",6,27,3.9,0,0,1,1,"17",2,3,5,0,"No",1,3,5,8,7,20,100
"Female","Freshman","No","Small_Town","Asian","Christian",2,24,3.9,0,0,0,0,"still_waiting",1,2,5,4,"No",9,2,3,0,10,0,100
"Female","Sophomore","No","suburbs","Black","Christian",7,23,3.1,2,2,3,1,"17",5,1,0,0,"No",3,1,4,5,7,0,10
"Female","Senior","No","suburbs","White","Atheist",0,27,3.7,10,15,9,0,"14",7,3,5,0,"No",2,3,5,5,10,10,90
"Female","Junior","Yes","big_city","Asian","Buddhist",3,31,3.8,0,0,0,0,"still_waiting",1,2,1,2,"No",0,4,5,7,6,0,100
"Male","Junior","No","Medium_City","Asian","Hindu",6,30,3.9,5,5,0,1,"20",3,0.5,0,1,"No",9,5,8,4,8,15,70
"Female","Sophomore","No","suburbs","White","Christian",5,28,3.3,15,10,1,3,"14",8,1,3,0,"No",2,4,6,6,10,0,90
"Male","Sophomore","Yes","Small_Town","White","Christian",7,28,3.5,21,40,2,0,"16",1,1,9,0,"No",0,5,9,6,9,15,30
"Male","Junior","No","suburbs","White","Christian",1,28,2.6,10,15,3,2,"18",1,1,5,1,"No",3,5,5,5,8,0,100
"Female","Sophomore","No","suburbs","White","Christian",6,31,3.7,7,6,1,1,"17",7,1,2,2,"No",0,4,5,7,8,10,100
"Female","Junior","No","suburbs","White","Christian",6,32,2.9,0,0,1,1,"19",5,2,5,0,"No",2,1,5,3,9,15,50
"Female","Freshman","No","suburbs","White","Christian",5,27,3.7,8,13,4,2,"15",7,2,0,5,"No",5,10,5,5,8,0,100
"Male","Sophomore","No","suburbs","White","Atheist",0,31,3.6,13,8,2,1,"16",0,0.5,3,0,"Yes",0,3,3,2,5,15,100
"Male","Junior","No","Medium_City","Black","Atheist",0,25,3.2,8,15,10,0,"18",3,1.5,0,10,"No",0,5,5,10,6,25,10
"Female","Sophomore","No","suburbs","Hispanic","Christian",7,29,3.9,10,6,0,0,"15",7,0.5,3,0,"No",2,2,7,5,9,0,90
"Female","Sophomore","No","Medium_City","White","Christian",2,27,3.6,0,0,3,4,"13",5,1.5,5,0,"Yes",3,3,5,7,10,10,20
"Female","Junior","No","big_city","Hispanic","Christian",7,19,3.1,10,10,1,1,"18",9,4,5,5,"No",3,4,6,5,7,15,0
"Male","Sophomore","Yes","suburbs","White","Jewish",4,28,3.6,16,25,4,0,"16",3,8,3,2,"No",2,4,5,9,8,0,100
"Female","Sophomore","No","big_city","Black","Christian",5,21,3.2,4,4,1,1,"14",3,3,4,4,"No",0,5,6,6,5,10,0
"Female","Sophomore","No","big_city","White","Christian",0,24,3,3,0,0,0,"still_waiting",7,5,5,0,"No",5,5,3,5,5,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",8,27,3.5,6,10,0,0,"still_waiting",1,4,5,5,"No",10,8,7,4,10,15,100
"Male","Senior","No","suburbs","White","Christian",8,28,3.9,8,8,0,0,"19",1,1,3,0,"No",2,3,4,8,10,5,100
"Female","Junior","No","suburbs","Black","Christian",7,17,2.3,2,0,10,5,"9",1,8,0,5,"No",4,6,4,8,7,10,50
"Female","Sophomore","Yes","Medium_City","Asian","Atheist",1,33,3.5,15,8,1,1,"16",0,2,4,0,"No",0,2,6,4,7,0,100
"Male","Sophomore","No","suburbs","White","Agnostic",0,27,3.8,0,0,1,1,"15",3,4,8,0,"No",0,0,0,0,5,0,100
"Female","Sophomore","No","big_city","Asian","Agnostic",1,23,3.2,0,0,0,0,"still_waiting",7,1,5,2,"No",2,5,8,7,8,10,100
"Female","Sophomore","No","Medium_City","White","Agnostic",3,29,3.2,3,3,4,4,"13",3,2,2,0,"No",2,3,5,4,7,15,100
"Female","Freshman","No","suburbs","White","Christian",5,29,3.9,10,5,6,2,"12",15,3,6,10,"No",2,3,4,6,9,20,20
"Female","Senior","No","suburbs","Black","Christian",5,21,2.3,5,2,0,0,"15",3,3.5,2,0,"No",1,2,4,2,7,0,50
"Male","Junior","No","suburbs","Asian","Christian",8,28,3,2,2,3,2,"18",2,4,5,5,"No",5,5,5,5,5,0,80
"Male","Junior","No","suburbs","White","Christian",7,25,3,4,5,1,2,"17",2,1,1,8,"No",9,9,8,5,10,0,50
"Female","Freshman","Yes","suburbs","White","Christian",6,25,3.9,6,8,1,3,"16",3,1,6,3,"No",5,8,7,7,9,15,10
"Female","Sophomore","Yes","suburbs","White","Christian",3,27,3.7,16,40,3,2,"16",4,4,5,0,"No",0,3,5,3,4,0,0
"Female","Freshman","No","suburbs","Mixed_Other","Christian",7,26,3.9,5,10,0,1,"13",2,3,2,0,"No",3,3,4,4,9,10,90
"Male","Junior","No","suburbs","White","Christian",7,27,2.9,0,0,1,3,"15",2,2,4,2,"No",7,8,5,3,9,15,0
"Female","Sophomore","No","suburbs","Asian","Atheist",0,24,3.4,6,0,3,1,"16",1,3,5,0,"No",5,5,3,5,9,0,0
"Female","Freshman","Yes","suburbs","White","Christian",10,30,4,6,15,3,1,"14",7,2.5,5,5,"No",10,7,8,5,10,0,90
"Male","Sophomore","No","Medium_City","Hispanic","Christian",4,28,3,8,20,2,0,"15",5,1.5,7,0,"No",3,7,8,4,7,5,80
"Female","Sophomore","No","suburbs","Asian","Hindu",6,30,3.9,3,0,0,0,"still_waiting",14,1,2,0,"No",4,4,7,6,10,0,100
"Female","Sophomore","Yes","Small_Town","White","Christian",8,26,3.5,5,10,5,4,"14",7,1,5,5,"No",5,5,5,4,10,0,70
"Female","Sophomore","No","Small_Town","Hispanic","Christian",4,26,3.3,0,0,1,1,"19",7,5,5,0,"No",0,3,5,9,7,0,100
"Female","Sophomore","Yes","big_city","Hispanic","Christian",4,23,3,18,14,1,2,"13",2,4,7,0,"No",3,2,8,8,8,10,100
"Male","Sophomore","No","big_city","Hispanic","Other",1,21,1.9,3,11,6,2,"14",4,6,5,2,"No",9,5,7,9,10,0,10
"Female","Sophomore","No","suburbs","White","Christian",6,30,3.2,6,4,0,1,"18",3,5,5,5,"No",5,3,5,4,6,25,80
"Male","Sophomore","No","suburbs","Asian","Hindu",2,30,3.6,8,0,0,0,"16",7,0.5,8,5,"No",5,4,10,7,10,0,100
"Female","Sophomore","No","Medium_City","Asian","Muslim",6,26,3.9,0,0,0,0,"still_waiting",4,4.5,0,10,"No",8,5,6,4,8,0,10
"Female","Senior","Yes","suburbs","White","Christian",7,25,3.8,10,10,3,3,"13",16,1,6,0,"No",1,8,7,6,10,0,100
"Male","Sophomore","No","Medium_City","Asian","Hindu",1,25,3.5,4,5,1,1,"17",3,7,0,2,"No",0,3,4,9,5,15,20
"Female","Sophomore","No","suburbs","White","Christian",5,29,3.4,12,12,1,0,"18",3,3,3,6,"No",6,6,6,6,8,20,90
"Female","Sophomore","No","big_city","Asian","Agnostic",0,26,3,0,0,1,2,"13",1,3,0,0,"No",0,4,5,5,10,10,20
"Female","Junior","No","suburbs","White","Christian",5,25,3.5,8,10,0,0,"14",7,2,5,0,"No",4,5,5,5,5,15,80
"Female","Sophomore","Yes","Medium_City","White","Christian",5,24,3.5,10,8,2,2,"15",3,3,3,1,"No",2,9,5,7,10,0,100
"Female","Sophomore","Yes","Medium_City","White","Christian",5,24,2.9,2,3,3,1,"14",30,5,0,0,"Yes",4,5,8,6,9,10,80
"Male","Sophomore","No","suburbs","White","Christian",3,28,3.6,6,6,2,1,"15",1,3,10,0,"No",5,5,5,10,10,0,60
"Female","Sophomore","No","big_city","Hispanic","Other",8,25,3,12,8,2,3,"16",10,7,5,0,"No",5,0,7,5,10,0,50
"Female","Sophomore","No","suburbs","Black","Christian",7,22,3.4,4,3,7,3,"15",4,2,6,7,"No",8,4,6,6,8,5,90
"Male","Freshman","No","Small_Town","Hispanic","Other",5,24,3.8,50,0,2,0,"still_waiting",5,7,2,0,"Yes",6,3,6,3,3,0,0
"Female","Junior","No","suburbs","Hispanic","Christian",8,20,2.6,4,15,8,0,"10",25,4,8,5,"No",3,5,10,0,10,0,50
"Female","Senior","No","big_city","Hispanic","Other",1,18,2.9,0,0,2,5,"24",7,6,5,0,"Yes",0,0,0,10,7,10,0
"Female","Sophomore","No","suburbs","White","Jewish",0,29,3.8,10,9,4,2,"12",5,4.5,3,0,"No",3,5,5,10,10,0,100
"Female","Freshman","No","big_city","Black","Christian",4,24,2.5,4,1,2,2,"14",2,2,5,4,"No",5,9,6,10,7,10,0
"Female","Junior","No","big_city","Mixed_Other","Other",3,24,3.1,10,21,2,0,"19",5,2.5,1,0,"Yes",0,3,5,1,6,15,10
"Female","Senior","Yes","suburbs","White","Christian",10,31,3.6,12,12,4,3,"16",4,3,2,10,"No",9,10,8,5,8,10,50
"Male","Sophomore","Yes","Medium_City","White","Christian",7,36,3.9,20,0,0,4,"14",1,1,9,0,"No",1,5,5,6,6,10,30
"Female","Sophomore","No","suburbs","White","Christian",3,32,3.1,12,8,0,2,"16",3,4,5,10,"No",2,3,7,4,8,0,80
"Male","Sophomore","No","big_city","White","Christian",5,24,3.6,15,50,2,2,"16",3,0.5,8,4,"No",6,6,7,6,4,0,70
"Female","Sophomore","Yes","suburbs","White","Christian",6,27,3.6,10,15,3,0,"13",3,2,0,10,"No",3,8,5,5,10,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",0,26,3.7,15,15,2,1,"14",1,2,0,0,"No",6,5,7,5,10,0,90
"Male","Sophomore","No","suburbs","Hispanic","Christian",5,25,3.1,0,0,0,1,"18",3,1.5,1,0,"No",5,5,5,5,9,5,50
"Female","Sophomore","No","big_city","Asian","Buddhist",0,22,2.5,0,0,1,1,"18",2,4,4,5,"No",5,5,9,7,7,0,10
"Male","Senior","Yes","Small_Town","White","Other",1,29,3.2,5,20,1,1,"18",1,1,0,8,"No",0,6,8,6,8,20,50
"Male","Freshman","No","suburbs","White","Christian",4,28,3.9,0,0,0,0,"still_waiting",2,1,4,3,"No",2,3,8,2,10,0,100
"Male","Senior","No","Small_Town","White","Christian",10,23,3,0,1,3,4,"15",1,1,0,10,"No",10,8,1,1,10,5,90
"Female","Sophomore","No","suburbs","Black","Christian",7,30,2.8,6,0,0,0,"10",8,1,5,5,"No",5,3,0,0,10,0,100
"Female","Freshman","Yes","suburbs","White","Other",4,29,4,4,4,4,4,"13",5,5,5,0,"No",0,2,10,0,8,5,90
"Female","Junior","No","Medium_City","White","Christian",3,25,3.1,10,10,3,3,"15",4,5,7,1,"No",1,2,6,3,9,15,50
"Female","Sophomore","No","suburbs","Asian","Christian",7,26,4,0,0,0,1,"16",1,3,0,5,"No",7,7,5,2,8,0,100
"Female","Sophomore","Yes","suburbs","White","Christian",4,29,3.5,20,35,2,2,"14",3,0.5,6,4,"No",3,8,5,5,5,0,50
"Female","Sophomore","No","big_city","Asian","Christian",7,26,3,0,0,0,0,"still_waiting",0,3,6,3,"No",8,5,5,5,5,0,100
"Female","Sophomore","Yes","Medium_City","White","Christian",5,29,3.1,4,3,0,0,"16",6,5,7,0,"No",3,7,7,6,9,0,100
"Male","Sophomore","No","suburbs","Asian","Muslim",7,26,3.8,3,0,0,0,"still_waiting",1,1,0,5,"No",4,5,7,4,8,0,100
